"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"W10004_0217 X PHK76",5.46567804128844,-0.714842973474319,-0.559807584676,0.182295539931483,-0.0159852615892709,-0.00762462286839596,-7.29589671985553e-05,0.00139132319424898,0.000538752661691934,-0.000312661201660874,0.00322686249103114,-0.000518496347727548,0.000203537777122953,-0.00010350215048005,4.45166410703302e-05,-6.51669318269266e-05,-1.24404588197624e-05,1.76413879671156e-07,-3.28469969683443e-06,3.30729027220311e-06,-5.50732395604436e-07,-1.7048779696327e-07,-1.55744336649555e-07,-3.47662274524652e-08,1.48470733207784e-08,1.47175860387705e-08,-2.23434354351681e-10,6.8456386045912e-10,-2.16475726233512e-11,-4.80226969301611e-12,-3.94750898635721e-12,2.8993613065964e-12
"W10004_0217 X PHP02",-0.155797941642118,0.985409530615422,0.0543600362900819,0.0917066017452804,-0.0479496001233626,-0.0259406572009747,-0.00246284500196385,-0.00136490002235651,-0.000269794441777355,8.41417981082837e-05,0.000400560131777411,0.00152428459399368,-0.000145908187317211,-0.000250931764325397,-1.29989006655631e-05,-6.3244214090187e-05,-1.90579927375895e-05,2.30662163271493e-05,1.18249751821457e-05,1.65671196415348e-06,8.53515071841393e-07,6.06461480720175e-07,3.56179366875486e-07,3.03675513322471e-07,-3.64650042800063e-08,-4.07183400885636e-09,-5.95782607970552e-09,3.3942360987832e-10,5.34896571480203e-11,4.98387893455021e-11,-6.07340566727288e-13,2.75893717593956e-12
"W10004_0217 X PHZ51",-1.61180175253373,-0.290959011476227,0.591049395094127,-0.0487835604422122,-0.027562978123952,-0.00847382981039982,0.00873274703713528,0.00153796467699327,-0.000233302223905728,-0.000521735675117221,-0.00295598757099844,0.000493592449742106,-0.000533800841903971,-0.000214529484939371,-0.000142430862156942,-3.16906187396437e-05,-3.59492301561098e-05,4.09394942984254e-05,1.14448368896611e-05,1.04930210866466e-05,4.17034507606273e-06,7.89646579124614e-07,-3.92357747958094e-08,5.62307427093289e-07,6.04541916388035e-08,7.03593364126398e-09,-2.86993557391257e-08,-1.64036431833658e-09,-1.1493772739124e-09,-5.19139037313820e-11,-1.32486382975472e-11,1.28170286883833e-11
"W10004_0220 X PHK76",3.40677149414409,1.71571832039678,0.27542832502265,-0.336210831009496,0.0947333289944163,0.0357959163889078,-0.0280845220416558,-0.028207106593943,0.00878152520844011,-0.00144074265402439,-0.0161310510958453,-0.00365406552978127,-0.00114951052998638,0.0010536141443562,0.000895072145979864,-0.000450541915493652,-6.92086382171886e-05,-9.22235843620334e-05,-2.22358265174888e-05,3.45839851174923e-05,4.14973970197519e-06,-1.65299115219286e-06,-3.90872928551778e-07,1.30375240409153e-06,-1.36861560834367e-07,1.17824088943785e-07,4.59110822970121e-08,-5.94437771922474e-09,-1.67690128449749e-09,-1.16743892331073e-10,-2.19609330720516e-11,-8.2096829334688e-13
"W10004_0220 X PHP02",0.694581137287613,1.13076089857007,0.603348758108131,0.272513766815198,-0.0683781283851561,-0.0242916709754138,0.0117453938805531,-0.00457912492047081,0.000276449980093752,-0.000495632587985184,-0.00465479221079765,0.000369932715430926,-0.000826005469712288,-0.000151996818507819,-8.38037850452028e-05,2.40346608896755e-05,-2.78076978720843e-05,1.43215846716005e-05,1.12164271150045e-05,6.21843122963761e-06,1.78508133985567e-06,2.1421772754826e-06,-5.07304015948118e-08,-9.87335296159797e-08,8.24555199396837e-08,5.02614742430019e-08,5.83031838086168e-09,-5.46950280986419e-09,-1.91665680548958e-09,-4.14275974636169e-10,1.0367950942225e-10,-1.40856735997286e-11
"W10004_0220 X PHZ51",-3.75394591713179,-1.68075236730761,0.801697452161087,-0.380460373575989,-0.0185607429682121,-0.0002894216699754,0.0195877449029954,0.0178107442997166,-0.00364994629926412,0.00010160699469805,-0.00521845358231301,-0.0014548402388994,0.00185789403069389,0.000648182471427589,0.000225078450913574,0.000408868968374776,3.04041557189216e-05,-8.01715241233458e-05,-2.21153610983488e-05,-1.00069938801517e-05,-2.39430768111948e-06,6.80114292328504e-07,-9.83411074628737e-07,-1.10740492273442e-06,2.16674166553243e-07,2.10391343138938e-07,2.40792573102944e-08,1.49010704816877e-08,-2.89992091451197e-09,-3.14967635306473e-10,-3.67345320828605e-11,-1.51686996296974e-12
"W10004_0221 X PHK76",-7.74120960662628,0.901919383677378,0.241069357664036,-0.427549065115977,0.0297529870050718,-0.00823951037643763,-0.0359186090065091,-0.0112341549627223,0.00305538086376541,0.000567299125987408,-0.00500480849772718,0.00663958829906383,-0.00178891217386576,-0.000410694928726474,-0.000117166892409148,-0.000226547894356249,2.74366214932931e-05,3.32324856142097e-05,2.20805317238115e-05,-9.00777056850322e-06,-2.56004622367634e-06,3.03404781548666e-07,4.31693689295631e-07,-3.54104163713398e-07,-1.8788349931409e-08,2.40113570137979e-08,1.77139683477101e-08,8.51396600790033e-09,-9.608090989488e-10,-1.05733033439748e-10,-1.71963554507215e-11,-2.68562949656825e-12
"W10004_0221 X PHP02",-7.64029151167256,0.421805797752096,-0.117025681230153,-0.21799969983494,0.0196022047980058,0.0074085014152582,-0.0156108989406336,-0.00245280877227655,0.00079630251186482,0.00038681544549321,0.000681616392810684,0.00298700315175476,-0.000242098350872327,-0.000308089937430756,-0.000122316528935851,3.49512260721108e-05,-2.53374141078733e-05,1.33118365902296e-05,-1.60185538994329e-06,2.41254155064485e-06,1.05528407023936e-06,-5.12989655920837e-07,2.14406336712658e-07,1.72127789993537e-07,-4.80435181637873e-08,-2.85275637557092e-08,3.45619899366767e-09,-2.48698926036406e-10,3.67046115723468e-10,3.29511418151185e-11,7.02046754064156e-12,-5.97009941483151e-12
"W10004_0221 X PHZ51",-0.394850713084461,-1.44191676608092,-0.0883636118104672,-0.0900564401836421,0.00124390041584804,0.00574826947507202,0.00473781302202855,0.00640873854885952,-0.00032276727055377,-0.000223438503274394,-0.00195093634742475,-0.000595276853831261,0.000599954877555063,0.000211010426492367,9.52042347461962e-05,0.000108961896466586,1.03800868216236e-05,-2.63501000701688e-05,-4.39277165974541e-06,-1.69795732844757e-06,-1.32468868127567e-06,9.97243829840844e-08,-4.28289225494483e-07,-3.24420283845384e-07,1.48883375350461e-08,-3.72488873981447e-08,9.02987421641521e-09,4.77986282498843e-10,-7.59608667633138e-10,-9.50633599616779e-11,-9.24216259079458e-12,-1.65381597305725e-12
"W10004_0223 X PHK76",-2.87493053637575,1.70713530689453,0.0251678359718174,-0.17629714967302,0.0466383700858117,0.0257185398717828,-0.0110853117672337,-0.00983865408999766,0.00240674508160654,-0.000314159145035596,0.00332319280311509,-0.000826633012575288,-0.00108924392274729,0.000418007583290317,-9.49332337022296e-05,2.26329653719923e-05,6.72142523223951e-05,-2.54281946041948e-05,-3.22441490895053e-06,-7.12388423807636e-06,-3.18884838507172e-07,7.26093164357677e-07,-1.99582247485675e-07,-2.48253332238435e-07,4.52096518555045e-08,-9.72013466243871e-10,-1.11784197731613e-08,-6.22662445041999e-10,1.70711292324377e-10,2.28548846514798e-11,2.25797852637655e-12,-3.08656225578297e-12
"W10004_0223 X PHP02",-2.45278150388557,0.368114560040175,-0.218873739591189,0.198277436563481,-0.0528719010827715,-0.0175073001015262,0.00542244464828058,0.00182448466602439,-0.000755010961044199,-0.00014969273108862,0.000629912510229366,-0.000328965883862838,0.000420123915624959,-0.000104729780403601,0.000143513398458667,-0.000152536440195639,-1.93797654618744e-05,5.55738594386346e-06,1.24327573883601e-05,4.33785127228192e-06,-1.06407337756298e-06,9.71905230844061e-07,4.76167203514177e-08,5.15234925696495e-08,-1.3492699707518e-08,2.11280211381837e-09,-3.03325443928859e-09,-1.54766303505499e-09,-2.3441359964238e-10,2.34738201099205e-11,-5.57293100555967e-12,6.4720416526054e-12
"W10004_0223 X PHZ51",-9.54630377997843,-1.12345097458109,0.391594061165636,-0.170009202496571,0.00630699558193032,0.0281957663193771,0.0204339404709381,0.00754594690757998,-0.00101990367863486,-0.00086575940760808,-0.00264724547615265,-0.00358138000139063,0.000130024014605712,0.000625108282514275,7.80341145523167e-06,-1.54242218023404e-05,8.89171678729594e-05,-4.28954407089011e-06,-6.38228092642024e-06,-1.80869194178479e-05,-8.89936819792325e-08,-2.22241791358879e-06,5.32743207160014e-07,2.05771688133183e-07,-7.83524946035286e-08,3.10522451363315e-08,8.81985434686428e-09,5.94853866164868e-09,2.5797450842191e-09,1.69146086026473e-10,4.36715663632015e-11,-9.19719855829726e-12
"W10004_0224 X PHK76",2.99302814370329,1.7817666139883,0.136277290798655,-0.013727751812998,-0.0190620777133497,-0.00936037243183298,0.00248193650801018,0.00142009978938304,-0.00149847413368464,9.52479544127499e-05,0.0115977480514486,-0.00120734916576536,0.000276121015068007,-7.64849451448113e-05,-0.000108494380030882,-2.76490883917568e-05,-4.39077846231539e-06,7.79956530416737e-06,-1.52584659698363e-05,-1.68926733187802e-06,6.06091585253488e-07,-6.56749273048041e-07,2.74421172077877e-07,-1.26140039441447e-07,2.59521401313467e-08,7.17530659888332e-09,-6.40933695006396e-10,-4.04207108062327e-09,-1.78590864319261e-10,-2.26733631869536e-11,-4.55066540006044e-12,-2.7757449116983e-12
"W10004_0224 X PHP02",-3.70458724681335,1.44611927448483,-0.0496122840173935,0.0586230489937899,-0.0250546609506601,-0.00433861119755806,0.00127534465644104,0.000411124662573314,-0.00104950714650591,0.000208999483884711,0.00678825385064969,-0.000398174258637515,0.000364975960514824,-0.000184617659798006,-1.49405446453338e-05,-0.000100119280182012,-2.45944733540948e-05,6.44503145014186e-06,-1.04104072015804e-05,2.6467454709439e-06,1.41579289819616e-07,-9.01148633471183e-07,9.79813073037628e-08,-3.66903061266299e-08,3.04730453648538e-08,5.45429920326135e-08,2.31934735306361e-10,2.85777499060835e-09,1.83208809234614e-10,3.72549213700779e-12,-5.8894555898803e-13,-2.23345647532014e-12
"W10004_0224 X PHZ51",-5.09672442811093,0.495625915918881,-0.304938706677097,-0.0762622784539098,0.0151882944479067,0.0106716200806688,-0.00938769343482426,-0.00215066868531241,0.000676681145581753,0.000110105877743003,0.00387529993241442,0.00111391614955363,-0.000156215217504085,-0.000184399041557676,-0.000113009121317925,3.703555175677e-06,-1.14424940258484e-05,6.82389065095879e-06,-8.19915635402735e-06,9.60309020275885e-07,8.1065393101043e-07,-6.6083446406684e-07,2.05260841198984e-07,2.63027948310679e-08,-1.24348561170162e-08,-4.83578517507244e-09,4.50202375379405e-11,-2.4923605124183e-09,2.57300902806179e-10,2.57903143285887e-11,4.41294223385569e-12,-4.77858030922818e-12
"W10004_0225 X PHK76",-1.50433010384236,1.87642773844339,-0.616873547222391,0.0281470726676374,0.0592017084090435,0.0461755159086131,-0.000905658420190946,-0.00694453220202837,0.00148961362906918,-0.000690990180017364,0.0144575810070502,-0.00388013011431717,-0.000671099455125359,0.000514012302483757,-0.000346744460202018,0.000244591434444166,8.37686875829182e-05,-2.73376520349795e-05,-3.25600759997816e-05,-1.36027739184915e-05,2.75934184214028e-06,8.51772531166705e-07,7.98402979145484e-07,-4.39615563761937e-07,1.37158005140102e-07,2.16667048006172e-07,-7.83594403513249e-09,-8.74456026073991e-09,-4.80509812494923e-10,4.55160249768216e-11,-2.21393910149192e-12,-5.33729093907254e-13
"W10004_0225 X PHP02",1.75916914252622,0.884641187818213,-0.134817366264516,0.015134829285924,-2.51295264027743e-05,0.00223540675432402,-0.00103595433006713,-0.000578715809751787,-8.74581270863747e-05,-5.98621401952937e-05,0.007830068370817,-0.000759957759508698,-6.25510249388644e-05,-4.78016511995388e-05,-0.00012658468890514,-3.51924338178045e-06,7.34775931907072e-06,6.83134859257029e-06,-1.41041997729005e-05,-3.22910632680196e-06,8.47504382700537e-07,-7.28541290094531e-07,3.62292482916637e-07,-7.2988257493467e-08,2.07499610965778e-08,4.76314673467093e-08,2.69367440852708e-09,-1.95428845328749e-09,1.03693442721209e-11,4.60374793842533e-12,-4.27019530846451e-13,-2.33370961444379e-12
"W10004_0225 X PHZ51",-5.34878238480302,1.65604676320658,1.96177959253453,1.20771023203294,0.44757566359755,0.151033363818015,-0.573082382676784,0.197058791976944,-0.0274631275042711,0.0154443204355104,-0.00829325986133274,-0.037518907187574,-0.011780266194281,-0.00591302931689627,0.0016161560787909,0.00117149033078254,0.000372997749784831,9.8549314489188e-05,-2.5489630530548e-05,1.90970358926734e-05,-2.03171353241327e-06,1.69022475488001e-07,1.42669445618582e-07,6.81332608110097e-08,8.45434389162847e-09,-1.40616164545637e-09,9.55869161600731e-10,-6.61421611924951e-12,-6.27148333265382e-12,-2.5131008385415e-12,-2.22577511976851e-12,-1.42315326190356e-12
"W10004_0227 X PHK76",-1.64584916573475,1.3225029102771,0.217660507457361,-0.086364443148783,-0.0144172695289455,-0.00622435083934028,-0.00143131487834122,0.000965310781128947,-0.00103801972336836,0.000317655381457253,0.00591304763988304,0.00035091421737945,0.000234713405585438,-0.000172676308622204,-7.0232741253836e-05,-2.04043015950249e-05,-2.07041293870773e-05,1.11508879469258e-05,-6.79604986940363e-06,1.31891481084875e-06,6.74868167818005e-07,-6.04506964317283e-07,1.85791645339328e-07,5.86741356091436e-08,-1.30168270849607e-08,-2.08963692738262e-08,3.53001440578371e-10,-2.42761007997194e-09,1.45800350959124e-10,1.11740547370509e-11,1.97920499434012e-12,-3.293081085598e-12
"W10004_0227 X PHP02",3.20084496719179,-1.77104698827436,-0.0628165432482362,-0.162270492445443,0.00242241233772551,-0.00442930695184209,-0.00128856769282645,0.00752756417199538,-0.000386334794165475,6.39442987171793e-05,-0.00224649304656243,0.00114109515994469,0.000753237921931237,-9.04754543698538e-06,5.31256232871452e-05,0.000225109486126182,-2.80962250690936e-05,-2.50667364143087e-05,-8.34919578594079e-06,5.61249533763408e-06,4.39629552262399e-07,1.98266173610795e-07,-7.73960311617472e-07,-9.48521217056242e-08,6.62883795909952e-08,-1.90136892827542e-08,-1.67957521640671e-08,3.15034769018258e-09,1.72421174560178e-10,-4.07386069323223e-11,2.74274353229131e-12,-2.7410400338379e-12
"W10004_0227 X PHZ51",-9.50613545203775,-0.00749808707451835,-0.358594613492554,0.198146769970856,-0.0272227106100867,0.00339179520844863,0.00073036181483016,-0.00409272089183366,0.00138179640311159,-0.000414393793741724,-0.00588824676618417,0.000376506702523288,-0.000483607490207261,-9.21411329424249e-06,7.20780946550925e-05,-0.000154356491044561,1.11971513947484e-05,1.31372715971856e-05,2.22436641462709e-05,7.71710469804621e-07,5.00314798479451e-08,1.53239107425485e-06,4.0574383619596e-07,2.3461512155265e-07,-1.69258639326486e-08,5.70671311872495e-08,-1.02049420025452e-08,-1.27734928190293e-09,-3.25021565217298e-10,2.26174079465125e-11,-5.46596101713703e-12,6.5403238380668e-12
"W10004_0231 X PHK76",1.5728643464889,1.44773119805367,-0.367740938877839,-0.162612478346315,0.142896323266116,0.0989100037741173,0.00119486317015757,-0.01736809667593,0.00621393632569637,-0.00158976933413296,-0.00783201863096379,-0.0077586789502307,0.000502105356880278,0.00105686105895406,0.000106298642431446,0.000558956065047592,-4.02218242452623e-05,-2.37534164651276e-05,1.79259709473245e-05,1.05002598691784e-05,3.62559956340602e-06,3.08165553725148e-06,5.0967187532891e-07,5.61394723583297e-07,-1.31037243916721e-07,-6.11602657754617e-08,2.1268698538468e-08,1.00383091786865e-08,-8.59658733087798e-10,-7.11005004871978e-11,-1.68544900258638e-11,3.17183085352113e-12
"W10004_0231 X PHP02",8.37396112283793,0.904891397030466,0.182509934040659,0.361725675570811,-0.098282131616358,-0.0526078464105232,0.00708810744402455,-0.000387082217642887,-0.000617103667363915,1.81603832108135e-05,-0.00352734167266576,0.000766629093343463,4.8601596758735e-05,-0.000120254985207791,0.000119087280871677,-1.29711895766049e-05,-1.07939104852517e-05,8.98302825763642e-06,1.48602797364339e-05,-7.70214284684378e-07,7.53084594684594e-08,6.19736473222998e-07,-3.10899596900338e-08,2.39087651232595e-07,-1.07635590995692e-08,-9.9730767255668e-09,-8.05993394248361e-09,8.10591874872424e-09,-1.04598663064337e-10,1.74752434745074e-11,-6.19448936589606e-12,1.97639127286209e-12
"W10004_0231 X PHZ51",1.48164760136466,-1.40218374187435,-0.183640034928447,-0.0160888699419424,-0.00216928790734841,0.00394516236141809,0.00538014791747882,0.00536186587856672,-4.10373559495848e-05,-0.000360000036686153,-0.00101165938156601,-0.00100879224621653,0.000440679464927025,0.000197502581415303,8.89226774751922e-05,4.61765194195076e-05,1.54130289266759e-05,-1.75180189058571e-05,-9.22339891319506e-07,-2.15589914792647e-06,-1.35212028778281e-06,1.85732033256697e-07,-2.30359387799403e-07,-2.28821549201619e-07,-1.21216486743958e-08,-4.49559098567379e-08,9.89520466433691e-09,-1.80593315779118e-09,-4.64817493522895e-10,-4.6461882952098e-11,-4.65329684506965e-12,6.98544520838507e-13
"W10004_0236 X PHK76",0.196470206943537,0.748021021642979,-0.0965985325339082,0.022661097408246,-0.0304856537148321,-0.0156141462033089,-0.000733263879021395,0.00280972825580774,-0.0012267480462961,0.000188490760911163,0.00614575294756817,0.000377602868301422,0.000545919765178971,-0.000265146152009503,1.6557481859053e-05,-7.18350610833147e-05,-3.95588643687175e-05,8.85067086902475e-06,-4.23102907034373e-06,5.78183490705653e-06,-6.19925744974048e-08,-4.07328163264803e-07,-5.26901637321053e-08,5.29362919020337e-08,-8.35234644641636e-09,-2.71080785128192e-08,-2.10955099222421e-09,-4.62207920375046e-10,3.6428860622495e-10,4.05489530841407e-11,3.16115189580302e-12,3.68070157685807e-13
"W10004_0236 X PHP02",-4.37169773700557,-0.257978917702362,-0.305639720779028,-0.0709107164528155,0.00675468117679726,0.00660025300771145,-0.00627908529761148,0.00102298426052468,0.000288537383881626,0.000100191556059948,0.00129397788690565,0.00109923348514603,0.000246875939708041,-0.000154908418663946,-1.14101376700038e-05,3.08270397113564e-05,-2.55461635796372e-05,-4.62980621326881e-06,-4.85748068257408e-06,4.99429133871132e-06,1.81636995166823e-07,-2.5220408454707e-07,-2.27543225275739e-07,-2.78078375048896e-08,2.95661528593172e-09,-4.46439635398699e-08,-6.86174048136756e-09,-1.45214663210824e-09,1.81504922203146e-10,-2.83670309464412e-12,2.32194818927667e-12,-3.70450892184238e-12
"W10004_0236 X PHZ51",-2.05476536096254,-0.162319612054714,0.354367453513705,-0.0301337745553101,-0.0381261585556118,-0.00600548551170923,0.0176734650542261,0.00912418102479075,-0.00239676262181105,-0.000258753631073347,0.0013831935772971,-0.00256375591403221,0.000951873822615676,0.00030218733094392,0.000167505875809298,-5.5540487475178e-05,2.06076505521874e-05,-1.34804660084781e-05,1.89478827428841e-06,-5.17242898506742e-06,-2.21742562887817e-06,4.46941477577623e-08,1.55180527594556e-08,-2.37823738119536e-07,-4.12547472156133e-08,-4.03722417371966e-08,1.95977779282597e-08,-2.44917320105231e-09,-2.30775953902196e-10,7.09599046189169e-12,1.0376699499659e-12,2.73855937926726e-12
