"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"W10004_0346 X PHK76",4.41525495607711,-0.661513172066208,-0.567941281143374,-0.083291811077424,0.047662767606941,0.0146743599248222,-0.0161708359944822,-0.00564881904912737,0.00296980408398009,-0.00040673651937792,0.00277554940079417,0.00105566273163694,-0.00103512748920002,1.04445593810121e-05,-0.000196929678597746,5.43002968565742e-05,4.11410723613337e-05,6.08944148283719e-06,-5.27738586979243e-06,-7.34043183903133e-06,3.92515612124278e-07,-2.53682651246701e-07,3.2900389429491e-07,-1.0802343526628e-07,-2.14913036811204e-08,-1.53121029189407e-08,6.53917758830502e-09,-2.26689514555567e-09,-1.40594424991036e-10,-1.74609215974897e-11,-2.18167151011528e-12,-3.50268425375333e-12
"W10004_0346 X PHP02",2.51368799148742,0.986746060188841,0.113710371779164,-0.0563881258161332,-0.00642687972103986,-0.00539057748912372,-0.00173134687208654,0.000267464276440546,-0.000458197233849104,0.00010564224019588,0.00666830500897227,-0.000106812234659748,-2.2585425079602e-06,-9.61131659602543e-05,-0.00010758968423899,-2.64163246152527e-06,-1.9180459743251e-06,1.1569478767029e-05,-8.2791400796145e-06,-1.95061888846881e-06,7.07074851780121e-07,-5.69643699849243e-07,2.95394228341794e-07,1.23156780468259e-08,-1.07270526072956e-08,-9.75912611139718e-09,2.86665027826594e-09,-3.40124118973495e-09,2.56789312036432e-11,6.66958155370878e-12,4.36192748587416e-13,-2.32323882354279e-12
"W10004_0346 X PHZ51",-1.42670848063575,-0.758013962669582,-0.614188188420234,0.0835071342492556,0.00137520851524441,0.00557915596164133,-0.00412776277540312,0.000357854827083191,0.000902089815861097,-0.00021690349630165,0.00116253794901625,0.000239080878014948,0.000145399631064511,-9.76150137931148e-05,3.56739213549367e-05,-3.69846279934527e-05,-1.3132830201143e-05,-5.37387252606825e-06,-1.93122052236788e-06,3.89727074796842e-06,-6.13399320947838e-07,1.94145596960071e-08,-1.77882544305508e-07,-9.58980311688284e-08,5.75696516846858e-09,-1.10764398417174e-08,-2.00815072903815e-10,-7.33035764033385e-10,-1.96619817649513e-10,-2.60473725921528e-11,-4.77139161514373e-12,6.99856839148083e-14
"W10004_0361 X PHK76",-6.28523782862322,0.455628845742962,-0.0733259372471525,0.0862376615522628,-0.0303796290828852,-0.00231197205264973,0.00432987862615306,0.000841481891861146,-0.000422489935691966,-7.16547453010197e-05,-0.000419709050057252,-0.000436361225189474,0.000262433663443584,-4.88191028005791e-06,0.000110112337656509,-0.000135616433626445,-3.84910524425797e-06,2.86634659860119e-06,1.07027836718787e-05,1.1510666041159e-06,-1.15264569022777e-06,7.20608450965887e-07,1.80402027594173e-07,3.2514267389594e-09,-2.86472923161085e-08,1.10419509924409e-08,5.28272026123489e-09,-1.45656377237291e-09,-1.18358656209239e-10,3.27240456954314e-11,-1.17800214027852e-12,4.3699904805905e-12
"W10004_0361 X PHP02",-1.41438030193578,0.794544257465566,0.350835934757273,0.0388133423917615,0.0145737767968221,0.0263372908877009,0.0148820733060014,-0.00374172866216744,0.000775943146801746,-0.00126059104371832,0.00712074825157178,-0.00378179557794518,-0.00134823422806562,0.00018640972240952,-0.000339002200286639,-0.000132347259350289,4.51782235817919e-05,3.90975647354339e-05,-1.19026605445612e-05,-3.15798682482687e-06,3.87151715108142e-06,-1.42244188926569e-06,2.60781508363422e-07,1.0519669254791e-07,1.04003678835785e-07,-5.97241691518979e-09,-2.15731254943341e-08,-1.52559672663907e-09,-2.03425247480293e-09,-2.31045807486119e-10,-3.22241434924653e-11,3.70804428828642e-12
"W10004_0361 X PHZ51",2.30369094108089,-1.59423023288778,0.189726906335607,-0.00940931846133051,-0.00450542355156942,0.0110857737681559,0.0185023311390694,0.00686185112546287,-0.000329507456053648,-0.000890709226629257,-0.00197501287254022,-0.00354820038047191,0.000107561703615248,0.000558578496487737,5.63013172525662e-05,-1.30252599543287e-05,7.83394094058254e-05,-5.44063242362974e-06,4.46704289246147e-07,-1.48461632934888e-05,-9.55654140676054e-07,-7.93487302766516e-07,4.08475073557235e-07,4.80266945761254e-08,-7.18789723297419e-08,7.29237137689354e-09,1.64126693277811e-08,-6.17829740492959e-10,1.18728923220734e-09,1.15487709673179e-10,2.37303093841845e-11,6.71216554559706e-13
"W10004_0362 X PHK76",1.46494204417543,0.297697604016755,-0.404205457931138,0.0547871689527721,0.00608930653487326,0.00553830160134303,-0.00339661839036196,-0.000935256220597161,0.000505732217022135,-0.000158952211811295,0.00675679133678935,-0.000452116794716628,-9.54197168172577e-05,-9.20353089532422e-05,-0.000113836140938128,-8.61636154841916e-06,2.05009944055645e-06,5.22428787157886e-06,-1.44698187534431e-05,-1.43059429490167e-06,8.20101738033263e-07,-8.54037613871872e-07,2.59050819961804e-07,-4.49132896290783e-08,2.24257732245325e-08,5.31357541577737e-08,1.64473774877383e-09,-2.74950210689406e-09,-8.98653373937464e-12,-1.15805975919869e-12,-8.74314509680119e-13,-2.63495128494107e-12
"W10004_0362 X PHP02",8.90423499913146,0.65297457363381,0.34095127748521,-0.14135599151466,-0.00315664646260311,-0.0174888227956533,-0.00695636552147852,-0.00122674274484186,0.000348916642970647,5.4501997374834e-05,0.00430704702535122,0.000842147524927783,-0.000495483629198767,-6.33091034394351e-05,-0.000101198320432982,-3.20755050454702e-05,1.88627239945394e-05,1.78227561562494e-05,1.86140257432688e-06,-5.79813529344442e-06,-2.99764153388615e-07,-1.88516595861499e-07,2.41697444947064e-07,-4.21693558960712e-08,-3.12174016081634e-08,-4.86727230741835e-08,8.28268936770016e-09,-3.41005265691585e-10,-2.83262080458258e-10,-4.09208777973902e-11,-6.10755890306791e-12,-8.33499935737336e-13
"W10004_0362 X PHZ51",2.85169020530147,-0.869422333027469,-0.411111343987791,0.23392756807729,-0.0299117093216387,-0.00916949613501104,0.00419827993634565,0.000223808360224571,0.000919540064442821,-0.0005425632529278,-0.00228391227677776,-0.000696587660706828,-0.000111806088759075,4.36442905468043e-05,9.77673448232241e-05,-0.00011121531428962,1.26844433445683e-05,7.54468609488745e-06,1.52128708302418e-05,-1.24171606288859e-07,-6.3663133326175e-07,1.17182459725973e-06,2.19564021249063e-07,1.52482047849345e-07,-2.76840442653414e-08,2.45587940331249e-08,-2.75150152662107e-09,-2.06913030459388e-09,8.81150152842736e-11,5.94085614036288e-11,5.64284730053544e-13,8.56886089861675e-12
"W10004_0380 X PHK76",8.19264770152751,-1.78587819918818,0.0278683956541839,-0.250637812337101,0.00199525520928656,-0.0240034199700535,-0.0148490590316716,0.00497382991741799,0.00034147991874843,0.000420052184605113,-0.00273108482284675,0.00448640031643621,0.000185823791702372,-0.000485856134414986,-0.000108547644427082,0.000210441110902682,-5.92197550015605e-05,2.37193532752478e-05,1.70147567923884e-06,6.96182004839008e-06,2.96741032884684e-06,3.08259793552201e-07,1.92317273883802e-07,6.28782401063122e-07,-4.37145320497656e-08,7.29426107293207e-08,2.92936647161568e-09,1.04358589825271e-09,6.97802982063678e-10,1.09588449426212e-10,1.56016588537256e-11,4.06573386069198e-12
"W10004_0380 X PHZ51",-1.56238360809918,-0.471207759582213,-0.106483253681522,-0.190625877723866,0.0111001674136409,-0.00170053528521585,-0.0116712388384895,0.00128755385132839,0.000402578424963921,0.000301216581922448,-1.33379618333113e-05,0.00267186847558714,9.90963535085695e-05,-0.000285566219372424,-7.71105350296092e-05,0.000102144895594861,-3.61711233845402e-05,7.07568790316027e-06,-2.97817300104475e-06,5.21255274683885e-06,1.35412221496933e-06,-3.31893433409836e-07,-8.38412054643412e-08,2.40736705153788e-07,-2.75364350765805e-08,-3.45086951999973e-08,-4.9767927556843e-09,-3.01756557241628e-10,5.50599232873594e-10,3.27469856786777e-11,9.33005755987537e-12,-4.42571673753278e-12
"W10004_0381 X PHK76",0.0796367143908255,-0.628143255796299,-0.390634587498006,0.0841199154749969,-0.0109274331516034,-0.000466200657610185,0.000553625659355489,0.00196605817559896,0.000275841906290296,-0.000217925867716868,0.000974782958753929,-0.000315727625502056,0.000287209577895046,-2.71263148926022e-05,7.23174915952477e-05,-4.84870167839994e-05,-8.05134557286397e-06,-5.13277915688976e-06,1.51129746452875e-06,2.6401971520186e-06,-9.71509654456443e-07,2.97873046504679e-07,-1.35765150162045e-07,-1.03265834794711e-07,-5.51311430188606e-09,-2.11568165426126e-08,2.94099899815492e-09,-2.93249412014647e-09,-3.80015699463776e-10,-2.59206961450431e-11,-5.95583478368855e-12,2.0202181941209e-12
"W10004_0381 X PHP02",-8.98974820634897,1.22667191337806,0.195875825070611,-0.174123347103926,-0.00842073155066075,0.000524302296505776,-0.00540086121754768,0.000922576366984146,-0.00100981560116024,0.000542924801581135,0.00262906036617885,0.00162457951899878,0.000387041042904851,-0.000249029623876296,-3.10733758982495e-05,3.90840032615802e-06,-4.01857008776041e-05,4.53606472183843e-06,-3.91203831343057e-06,5.41210840804274e-06,6.08392093759402e-07,-4.52118361832232e-07,-4.89779009293922e-08,7.26721164634458e-08,-1.16111058545698e-08,-4.19364866999228e-08,-5.10737235837055e-09,-6.79380395690599e-10,3.06244363201813e-10,1.2466472298911e-11,4.79671857789299e-12,-5.71787062142448e-12
"W10004_0381 X PHZ51",-7.01803952801554,-1.61578591756448,-0.587934201139804,-0.00485945765036983,0.00725481648644091,0.0168831079541438,0.00166890008200155,0.00407900886213691,0.000452157206547045,-0.000472168373321702,-0.00218557006285331,-0.000580899926770989,0.000435912706890529,0.000161130676403443,0.000124172855932081,-1.48922310899691e-05,1.26664078047289e-05,-2.11110371218792e-05,2.37140893349919e-06,-4.97060811677219e-07,-2.04423508326501e-06,3.65785733064117e-07,-1.9219505853485e-07,-2.88974084994287e-07,-3.28085675849188e-08,-5.42193611396957e-08,1.34972482079831e-08,-4.93749428495671e-09,-6.60961285703365e-10,-4.89047691232258e-11,-6.23801010846137e-12,-2.02129979420818e-13
"W10004_0383 X PHK76",-1.41823000942626,0.122408041302654,-0.35815496716535,0.208432436506585,-0.0380211432219723,-0.0117804990291902,0.00122172916188781,-0.000372289088436256,0.000215981657733575,-0.00014171979449323,-0.000347257884574494,1.82316183839036e-05,0.000163705168835682,-0.000107391290771176,0.00011853390041925,-0.000138705146474218,-1.26064112724589e-05,4.03650332064798e-06,1.01391253712092e-05,2.93893285752134e-06,-1.14637872011825e-06,6.12257907112862e-07,3.67842223555903e-08,4.0489642173791e-08,-1.20151080612585e-08,3.45198619723652e-08,2.86054395448598e-09,4.47040313274194e-09,1.42123507407277e-10,4.52869408640311e-11,-1.00541797110054e-12,5.45649983529906e-12
"W10004_0383 X PHP02",6.42274425710181,0.494317640280562,0.588270097398086,0.0804266604711157,-0.0554684656040457,-0.0223787478849376,0.0189030090295327,0.00673760383544358,-0.00221567809711313,-0.000234731297822033,0.00326007918039756,-0.00272785196042516,0.000564249049100185,0.00017993446983211,9.99712090520299e-05,-0.000111035205661414,1.32036260052648e-05,1.13799495740086e-05,7.56142637808876e-06,-3.18058732390325e-06,-5.79217412033373e-07,3.52078345672302e-07,2.66602642240432e-07,1.35541278700746e-07,-3.73523465491132e-08,-2.6138403497189e-08,2.43310815939424e-10,-4.74821517520985e-09,3.81581433117617e-10,6.94744817231197e-11,6.76636524588048e-12,7.06387726090441e-12
"W10004_0383 X PHZ51",-1.45224344508956,-0.0588676941053841,0.124155197079258,-0.218943330372528,0.000187617972091946,-0.00827626556388389,-0.0100370948933699,0.00217134523209533,-0.000256221728858046,0.000456797136461552,0.000342972154554637,0.00278750230704729,0.000223737239655519,-0.00031960934564456,-6.95486850368632e-05,9.4729007167775e-05,-4.31932275676006e-05,1.10302159387829e-05,-1.7906394885886e-06,5.50533159174998e-06,1.47090464652777e-06,-2.91888134728441e-07,-2.85092927737596e-08,2.90775180968039e-07,-3.08383841934878e-08,-2.50251035657789e-08,-3.56624810238237e-09,1.76455068525566e-09,6.50397125045998e-10,4.36080616061929e-11,1.05669500927164e-11,-3.67489719210745e-12
"W10004_0389 X PHK76",11.2220089649444,0.738124559509831,-0.167334496354936,-0.184778466727703,0.128839359759339,0.0704027496604632,-0.00853186891535024,-0.0219155529813631,0.00821431285010532,-0.00190592717776406,-0.0145375820145109,-0.0074553962154767,0.000425305779941543,0.000922642233655901,0.000552291260059068,9.55301046026702e-05,-0.000108462920719643,-2.06147765518527e-05,-4.16808984651795e-06,2.07924422471195e-05,3.87569295734469e-06,-2.03602964848892e-07,1.05117784804376e-06,5.4783066072428e-07,-1.32256776530504e-07,-9.74876601667063e-09,3.59170463370972e-08,4.66755601530311e-09,-1.30085120453316e-09,-1.39316669311995e-10,-2.31793473304265e-11,2.76612066585358e-13
"W10004_0389 X PHP02",11.5588695007104,-0.196699782553815,0.658692417916171,0.261521593754147,-0.0470906774676159,-0.0168711125446827,0.0218820891685612,-0.000119124645073021,0.000193095165990101,-0.00116455195332366,0.000407273974225165,-0.00264972437987071,-0.000855208646190098,-7.14041798288712e-06,-0.000129619231937883,-7.73655739089163e-05,-1.51706940708651e-05,3.03728194713804e-05,8.0302768978302e-06,8.62472982587903e-06,2.2697228845292e-06,1.55782391944581e-06,-2.77793005210025e-07,-6.47443076928766e-09,9.93222931677806e-08,-1.14191053002255e-08,-1.23270560425937e-09,-6.61189007711283e-09,-1.89766991010032e-09,2.1875334876853e-11,-2.58503218830697e-11,2.28105034860704e-11
"W10004_0389 X PHZ51",5.07998410717587,-1.58497412911113,-0.0815567201964293,-0.0234459539021675,-0.00636375215492667,-0.00155336198828557,0.00752357646559385,0.00703118837245743,-0.000376403804848477,-0.000368914331324258,-0.000508879058028604,-0.00127033879923806,0.00056584895660429,0.000227672314329325,9.25459634796288e-05,8.29029030110506e-05,1.54843802502025e-05,-1.99893903389536e-05,-3.19712232489666e-06,-2.47329984578992e-06,-1.27876811933936e-06,1.30409198800807e-07,-3.33095375809611e-07,-2.51036912618519e-07,5.67372954174417e-10,-4.79048204576893e-08,8.6716873959336e-09,-1.49062965269786e-09,-5.4251803049965e-10,-6.58424148536341e-11,-6.01339811279189e-12,6.44456710219288e-13
"W10004_0393 X PHK76",0.433811068914643,1.32971942898747,0.123795236707318,-0.199873879606452,0.0267209617548319,0.00365033560820239,-0.01657456123125,-0.0110510607215804,0.00300720093634441,-0.000430848213743583,-0.0010676178977843,-9.86855170194284e-05,-0.00108747753423426,0.000428220142575438,0.000236789278345528,-0.000247145474928698,4.19672360958967e-05,-4.80626867794404e-05,3.61059843113909e-06,5.30107262690371e-06,-2.15742741668801e-06,2.87477819771453e-07,-1.38829570132254e-06,5.64474649591973e-08,3.55709108695867e-08,-3.70512694830571e-08,-1.71068876078651e-08,2.07387313919116e-10,7.39933725402153e-10,6.14471390436577e-11,8.58048354590579e-12,2.49574666488783e-13
"W10004_0393 X PHP02",3.13780036909628,1.10277085891693,-0.211342226546514,0.241836968181067,-0.0626325695595257,-0.0294558050048171,0.00412698049289145,0.00209501785590796,-0.00142397587691474,7.54603562693468e-05,0.00650930301808474,-0.000394407071096975,0.00060898323581221,-0.000275399913137075,9.33381665173538e-05,-0.000159897759979932,-3.96428157958817e-05,9.72973754631568e-06,-2.27602564048524e-06,5.65109079453396e-06,-7.32441986339705e-07,-5.67281476945847e-07,-1.1463536375711e-07,5.55381867856086e-08,1.30270702003443e-08,2.96862066179182e-08,5.4755128209294e-10,6.58696708462359e-09,1.78007664164426e-10,-8.71061556217967e-12,-4.9739656837744e-12,6.22432660968286e-13
"W10004_0393 X PHZ51",1.02496860446916,-1.11890887493518,-0.585472467538543,0.0108410125074056,0.0132280971765881,0.00634419052229594,-0.00644345863076158,0.00104287843034432,0.00106718213500952,-0.000198451931171878,0.00141823428553724,0.000644611853242334,0.000101759750598042,-0.000111818075521544,-1.8348537428067e-05,4.03598294125042e-05,-1.48330097209364e-05,-5.34964097276269e-06,-5.75701666004e-06,4.04708524493619e-06,1.35466900424638e-07,-2.10916203684589e-07,-2.43294708202751e-07,-3.43400588277698e-08,4.35019677398618e-09,-4.0454668987118e-08,-5.64874298725204e-09,-3.12974887597007e-09,-5.04552025160088e-11,-3.17295720947408e-11,-1.84870521668934e-12,-2.65008891567331e-12
"W10004_0394 X PHK76",8.02607382922765,-0.540927901525414,-0.710820851913361,0.267944137667157,-0.0180304454771129,-0.00922378661143422,9.91646712452665e-05,0.000416854824826618,0.000701173822009134,-0.000403903479611722,0.00591504278694954,-0.000980516612221038,9.47012928279034e-05,-0.000141890478435269,-6.21563016500737e-07,-8.74911294769243e-05,-8.57832937795067e-06,3.48375526715294e-06,-1.31729349812648e-05,1.51416278904026e-06,-9.59192922866947e-08,-1.22273403843631e-06,-1.0390630358903e-07,-6.50573211968819e-09,4.73734456662989e-08,9.70750198281412e-08,2.11570955199747e-09,6.69959250576557e-09,2.35458763597762e-10,-1.97902805254557e-11,-3.41651706925461e-12,1.42941214420489e-15
"W10004_0394 X PHP02",5.83579805949158,0.851639485883218,0.054818985980997,0.140702453350084,-0.0443637252386705,-0.0212892816017388,0.00711895147303818,0.00345859494569656,-0.00148371321847533,4.33882332208368e-05,0.00705712477456618,-0.00121961782232496,0.000564025374846455,-0.000133326862632344,4.30917872437653e-05,-9.99583584250507e-05,-2.40306103203025e-05,7.40555079131733e-06,-6.93805618132148e-06,2.9878867042199e-06,-2.54273637145808e-07,-6.09882662525041e-07,-6.18702733490295e-08,1.86629234288915e-09,2.59725688178669e-08,2.66188801972822e-08,-3.9754161074157e-10,1.24047491029122e-09,3.3806291099836e-14,-1.58402735372931e-11,-4.27810564751496e-12,1.43020317810993e-12
"W10004_0394 X PHZ51",2.46407506435783,-0.714300101500599,-0.156063942808164,0.0217223660123343,-0.0171166246859193,-0.00662410339017379,0.00446668233820628,0.00453021798760996,-0.000462779612687796,-0.000330676764693338,0.00213162932208884,-0.000716180185039578,0.00033572155165526,1.01648366179763e-05,3.60994327588821e-05,-3.62531223584706e-05,-6.2759630052589e-07,5.48947873039995e-06,2.84169095779441e-06,4.94336595463496e-07,-1.74362841151576e-07,1.39598937055896e-07,1.09158556936551e-07,1.26148153790917e-07,-4.7046798901107e-08,-5.18143031119633e-08,-1.21423232579687e-09,-6.15180184571074e-09,4.20827317437755e-10,5.56956702979505e-11,7.71208791272571e-12,2.29511201710331e-12
"W10004_0395 X PHK76",1.46574052121099,-0.0297283993272223,-0.842271219650509,0.215519342154378,0.00447657368450318,0.00916892071486679,-0.0031417670257161,-0.00214380880281865,0.00111435126134888,-0.000387089758716846,0.00759726350154272,-0.00101708449322072,-0.000148531467330446,-0.000111589203178865,-9.89411198920737e-05,-6.20250011776347e-05,5.73996031784374e-06,1.06793217266588e-06,-2.31965524947024e-05,-2.06231851836158e-06,6.6005157715876e-07,-1.70475267220402e-06,2.01483911201061e-07,-1.06702716343166e-07,7.84851366536499e-08,1.7827022651129e-07,3.39734679971615e-09,5.5776181728806e-09,3.63583441131965e-10,1.75428421789192e-11,1.51500340050958e-12,-2.48208745223799e-12
"W10004_0395 X PHP02",0.638683568026755,1.19602461529125,0.488379965318147,0.128842411835359,-0.0642935921022393,-0.02337657487047,0.013986637624574,0.00318239676067283,-0.0018333542192551,-4.30406845729342e-05,0.00150653662896159,-0.00149102897421767,0.000383979782546388,2.792939428891e-05,0.000108438474771877,-0.000155991609457347,-3.56961734612748e-06,1.60347135303371e-05,1.38964655454939e-05,2.65527677553723e-07,-3.31495223104827e-07,9.02365061835469e-07,3.12626049610298e-07,1.88352660267233e-07,-2.02821401895648e-08,8.60780202324718e-09,-5.97842352706435e-09,-3.07077300479991e-09,1.19463411385468e-10,6.58856302848676e-11,1.48864948146255e-12,8.27099500000372e-12
"W10004_0395 X PHZ51",-8.01114363047333,0.0276805342513389,-0.725205252397327,0.119205486482879,-0.00192835681966279,0.0100780609280914,-0.00727397132533664,-0.0025565503084384,0.00105193979900138,-6.66002834493751e-05,0.00123577718846263,0.000776553885264264,4.1918487635989e-05,-0.000201358373726979,3.65275058329395e-05,-0.000108388066289988,-2.14961213022002e-05,-2.33701852092594e-06,-2.30703878878469e-06,4.90255682716878e-06,-6.99471023990483e-07,-3.04848572801886e-07,-9.06709396730765e-08,-8.78255949909867e-08,1.79438869873927e-08,4.52632798186858e-08,1.25797244843184e-09,4.13934572729424e-09,3.90209531353491e-11,-2.32486252471631e-12,-2.85849122150239e-12,-1.16319454068758e-12
"W10004_0396 X PHK76",-1.21501035536116,-0.107913787806789,-0.505712834429832,0.117747397256898,-0.0107865882436767,1.64705608044369e-06,-0.00255285559150784,6.43212892537867e-05,0.000403116389259459,-0.000114863305022427,0.00298334996442012,2.98596150752617e-05,0.000197785470235044,-0.000149542866263487,3.10050001491244e-05,-7.70541212190418e-05,-1.89082608700319e-05,-3.64029694180368e-07,-3.93450703693732e-06,4.06854816031865e-06,-4.68247526592969e-07,-2.9005146331279e-07,-1.12715639190297e-07,-5.87247984754069e-08,1.5876662089187e-08,1.96760583243138e-08,3.64389740603599e-10,9.79484705149192e-11,-2.05274949816037e-10,-3.01871305730117e-11,-6.01600019800586e-12,-3.47201434269806e-13
"W10004_0396 X PHP02",3.32575224096909,-0.614392086978143,-0.520591855969578,-0.0946511392498756,0.0421469996470096,0.0121215217300341,-0.0160123689359946,-0.00480246713919334,0.00261811627878524,-0.000291227372610378,0.00253957326014267,0.00140008259648765,-0.000892172082474982,-6.29381689229436e-05,-0.000188074297030522,5.03225193697054e-05,2.83608946828051e-05,9.40965707900421e-06,-4.7655972501906e-06,-5.6185518600288e-06,5.62764404826721e-07,-3.66692664933999e-07,3.38306875111161e-07,-3.6457825189351e-08,-3.28083944456381e-08,-1.99341322060231e-08,7.77469298662847e-09,-1.63433337696528e-09,-7.95009891252363e-11,-1.53603796348989e-11,-1.35266797762768e-12,-3.90155963092553e-12
"W10004_0396 X PHZ51",-1.08281656971364,0.0412840023914576,-0.115541912879253,0.287570858752728,-0.0510649301362705,-0.0161082056365144,0.00477631091177852,-0.0036511477997237,0.00114036196902464,-0.000498077899569706,-0.00602130903165779,0.000328775028341586,-0.000609843221780128,-3.3469530684907e-05,3.61051658451794e-05,-8.27539396819274e-05,6.22127036083164e-06,1.73662105599562e-05,2.17101744271406e-05,1.41896994714646e-06,1.09976221421976e-06,1.82239283201893e-06,2.61274097253239e-07,2.58823221528648e-07,2.2790490314395e-08,4.92475731132813e-08,-1.68365485650468e-08,-1.29952013819962e-09,-1.10351686122279e-09,-2.51758683345038e-11,-1.64295313465068e-11,9.92712162473097e-12
"W10004_0403 X PHK76",-1.6237645157977,-0.210479932985252,-0.600606735786504,0.124002332376978,-0.00595262077728817,0.00265714157840607,-0.00394673579481062,-0.000533330474607428,0.00068395670979093,-0.000147638858352415,0.00294925938818822,0.000138590157248077,0.000127433711448112,-0.000159826958701495,1.8398569616912e-05,-7.46282718029206e-05,-1.78762794439263e-05,-5.73545459708891e-07,-5.10083121999655e-06,4.00529091051927e-06,-3.74288776874843e-07,-3.89585948133708e-07,-1.04859953671543e-07,-5.87044131153402e-08,1.92871990739585e-08,2.89429293275079e-08,5.12149073150781e-11,1.06019892951587e-09,-1.14109277582486e-10,-2.56117765884412e-11,-5.02802660617974e-12,-8.01778782255624e-13
"W10004_0403 X PHP02",-7.44816417048386,1.46924464337224,0.570878385257225,0.0747913781109436,-0.0515610446685971,-0.0074016211883533,0.0142321568597901,0.00078689951691821,-0.00138739021729735,-0.000162079149279459,-0.000541638318845326,-0.00148497215138649,6.91387908366425e-06,6.58887538638742e-05,5.455415901362e-05,-0.000192908032580236,5.85502869443477e-06,2.31786974377868e-05,1.66123079599623e-05,-3.51713043689195e-08,5.64075516129581e-07,8.18637193741867e-07,4.45885267957857e-07,2.80685890974297e-07,-9.41571443036082e-09,1.44245472510907e-08,-1.52374440287595e-08,-3.6944411037354e-09,-1.57378443610412e-10,1.70330416437992e-11,-2.80822587406249e-12,6.36564412292984e-12
"W10004_0403 X PHZ51",-6.05225103192409,-0.915238419927884,-0.422032831515115,-0.104067222983958,0.00222933989468119,-0.000507345116165847,-0.011773772759134,0.000786607231685277,0.000790904426667488,7.22100114580737e-05,-0.00269700606739386,0.00282858788867743,6.69030210849186e-05,-0.000289270506798722,2.55527648396203e-06,8.84681674270804e-06,-3.17158457324163e-05,9.62931466688688e-06,8.16573360970518e-06,5.29322144848798e-06,4.40599131845687e-07,4.55385631259464e-07,1.33609550451164e-07,2.74684372081335e-07,-5.97060046403364e-08,-9.02278529668621e-11,3.05926323163064e-09,5.79912777520786e-10,5.85186787915859e-10,8.77925510067712e-11,1.09010855897651e-11,1.21910814776527e-12
"W10004_0409 X PHK76",4.86200943070138,0.982376489603295,0.338182370021332,-0.0921497336487254,-0.0174808145714072,-0.0154430693540126,-0.000542721533885515,0.00195047789669875,-0.00100595443341728,0.000230349777323752,0.00612658980795411,0.000222943226823813,0.000148344257957456,-0.000141782782371119,-8.29225298307201e-05,3.64131115815347e-07,-1.24379161979271e-05,1.57465430660753e-05,-4.82462625150948e-06,-6.0129677229015e-07,6.92086820741622e-07,-4.98292919079435e-07,2.25571742534791e-07,1.01183361356227e-07,-2.84430475838704e-08,-3.96437351696255e-08,3.21269141845271e-09,-1.56799574019262e-09,1.45262135653468e-10,5.11307662875993e-12,1.32946431641301e-12,-1.77914627474962e-12
"W10004_0409 X PHP02",-2.85473520776061,-0.0932089847449745,-0.180569946572299,-0.0109643697618908,-0.0241753920821256,-0.00936911647302253,-0.000684981970013029,0.00388865719630117,-0.000869545846583681,0.00010007712678857,0.00169104294337889,0.000723695439609498,0.000632365802199872,-0.000176668373116459,7.91422204433068e-05,-2.57846726421374e-05,-3.64063894096045e-05,-2.2031212613266e-06,1.58897679293502e-06,6.67975895485284e-06,-4.54176567160625e-07,2.50684287932124e-07,-2.38657759485394e-07,1.81683572630931e-08,-9.21888923532954e-09,-4.44746708766486e-08,-4.96787243287056e-09,-1.6809883676e-09,8.79404049580756e-11,3.15229786718163e-12,5.33850741391007e-13,-1.90923665766007e-13
"W10004_0409 X PHZ51",5.44794539535087,-0.0324462283083199,0.817565468069518,-0.29408403086057,-0.0439787508168328,-0.0412002970471233,-0.00238127504347266,0.0099231041323746,-0.00281858111621439,0.000963214331101803,-0.000181391669183307,0.00363264621017673,0.00108059997107329,-0.000510420736463263,-3.0282455511732e-05,0.000209641987800657,-9.24976331065919e-05,2.21287313313112e-05,-1.42537423114542e-08,1.12079181241453e-05,3.57265012684849e-06,6.70278818823422e-07,1.44072988900179e-07,7.22537521535838e-07,-8.96678176154353e-10,1.34363810661009e-07,-4.92616003544555e-09,1.59589557888196e-09,9.25583720778889e-10,1.62278940285532e-10,2.0699247871292e-11,7.47804596024082e-12
"W10004_0410 X PHK76",8.45398554984634,0.585398404942739,-0.830554768777908,-0.0925926904060595,0.229243525361605,0.179311555581399,0.0307829725408652,-0.0108450993151257,0.00635194933349022,-0.0018906186395348,-0.0211576442510312,-0.011866569349688,0.00486594533246104,-0.000654408703423315,-0.000540309502062075,0.00111770416286155,-0.000165375940578028,0.000211554814277926,0.000114419848568498,-2.40263861663315e-05,-1.10593950732873e-05,4.70922626644166e-07,-1.95938174515908e-06,-6.58541044806782e-07,5.08488828265818e-08,-2.26960447768931e-07,-4.87457436637584e-08,2.228040776181e-08,3.13573567112257e-09,1.67160729702687e-10,3.18952642075487e-11,1.00150443493874e-12
