Hybrid,Yield,DTA,DTS,PHT,EHT
W10004_0717/PHZ51,9.300544818,50.1896078,53.13843594,248.6883497,116.400912
W10004_0723/PHP02,8.295515071,49.1998864,51.20956063,204.9363839,92.73566735
W10004_0723/PHZ51,NA,53.33569888,54.21572694,229.0537587,86.83122581
W10004_0727/PHK76,6.552821423,49.92796827,50.88101346,195.1644842,91.21161548
W10004_0727/PHP02,7.333129489,52.18028869,53.88143715,214.9674887,115.5139033
W10004_0727/PHZ51,7.586373664,54.25624668,55.87673955,226.2348979,111.2337079
W10004_0729/PHK76,11.60894511,52.96927779,52.56916521,250.9350209,122.8683081
W10004_0729/PHP02,9.885572877,52.11057697,52.67836666,253.9092744,127.5403573
W10004_0729/PHZ51,8.728084501,55.94445628,55.36829974,268.4748882,117.6913657
W10004_0732/PHK76,6.733721412,52.79082081,53.05068974,227.2891955,123.0766683
W10004_0732/PHP02,8.620628265,51.52780502,53.11387387,211.6547227,93.15886017
W10004_0732/PHZ51,8.068821368,53.60423931,53.3220172,260.1405625,126.5117482
W10004_0733/PHK76,NA,50.12790552,51.86340327,208.4472863,97.16574504
W10004_0733/PHP02,NA,52.30794718,53.77216765,222.0124719,77.24716168
W10004_0733/PHZ51,8.179088338,53.39926472,54.35618312,252.9282079,86.86927375
W10004_0734/PHK76,5.612200015,53.2204999,52.7494861,228.9811292,103.2842854
W10004_0734/PHP02,8.632561139,53.24639977,54.57037209,204.8100218,91.56528983
W10004_0734/PHZ51,4.466243578,54.30579995,58.48099804,233.9175316,103.5892627
W10004_0736/PHP02,8.514591926,51.44583499,53.0053696,226.965564,112.4952657
W10004_0736/PHZ51,9.323724985,53.39537275,53.93496931,256.7013981,110.8663488
W10004_0741/PHK76,NA,49.81047921,50.21820586,186.6452261,68.66027784
W10004_0741/PHP02,9.082307907,49.30593151,50.68262707,212.2265141,81.62141502
W10004_0741/PHZ51,8.5462948,51.71146806,53.23904402,218.9674059,83.22181078
W10004_0745/PHK76,8.037388597,52.85369784,53.27545181,244.8821854,103.0212809
W10004_0745/PHP02,9.88384912,51.26624073,51.57220119,243.6644653,110.0783057
W10004_0745/PHZ51,10.91602609,52.35873779,53.0235475,260.4463687,122.7282395
W10004_0746/PHK76,8.516733585,51.45528233,52.00282756,233.6721197,117.1833524
W10004_0746/PHP02,7.57257852,52.57882758,54.40597013,238.4054195,128.6969941
W10004_0746/PHZ51,7.54974071,53.98154293,55.30416661,155.0924024,124.4955709
W10004_0747/PHK76,8.158730909,51.46234992,51.55412883,246.4987825,113.1339269
W10004_0747/PHP02,9.997938674,51.25329741,52.52015105,252.2750097,130.6717993
W10004_0747/PHZ51,9.411070567,52.83634998,53.64512763,266.7272384,125.0759315
W10004_0751/PHK76,8.732777816,50.81197588,51.69636061,217.6591114,93.07857904
W10004_0751/PHP02,8.724085862,50.35205547,51.47302775,225.4563516,110.8978314
W10004_0751/PHZ51,NA,53.05270061,53.33127138,257.6009868,111.4912663
W10004_0754/PHK76,7.435011982,51.87332324,52.87869829,212.4561144,106.9163333
W10004_0754/PHP02,NA,50.62764612,51.11017462,196.219176,100.5896928
W10004_0754/PHZ51,6.967376414,53.96733139,53.5965779,219.3370251,88.79853029
W10004_0756/PHP02,9.49654576,52.32240157,53.46025942,232.1101682,118.7133474
W10004_0756/PHZ51,8.700521296,53.62611867,54.19726539,267.1522602,137.1346095
W10004_0757/PHK76,8.372480436,52.48407357,52.16221152,223.3453617,113.7259797
W10004_0757/PHP02,7.739047242,52.32558868,53.60273238,237.4686177,118.1096952
W10004_0757/PHZ51,8.535728811,54.72377391,54.05789261,261.1693632,138.4362903
W10004_0760/PHK76,6.562537792,50.22143558,51.25654582,209.6608864,95.56032027
W10004_0760/PHP02,7.37168846,50.52631407,50.63380492,225.7101931,115.1233017
W10004_0760/PHZ51,6.535872661,52.17210084,52.39434269,251.9699206,116.6965584
W10004_0768/PHK76,8.691139809,51.73313767,52.65288663,235.6748371,99.63836816
W10004_0768/PHP02,5.990048127,53.38273383,54.09513887,218.5711581,101.9145221
W10004_0768/PHZ51,8.841498497,55.35191684,56.20286617,245.9213615,109.8241074
W10004_0771/PHK76,NA,51.55016505,53.2707038,222.4528866,97.12436937
W10004_0771/PHP02,8.116960545,50.15747987,52.64686447,230.2847759,98.70800876
W10004_0771/PHZ51,NA,52.82518607,54.94671189,221.7522063,96.17946179
W10004_0773/PHK76,8.238264736,51.81576005,52.69395355,219.2013047,93.08650925
W10004_0773/PHP02,4.724507709,50.82187698,51.48156353,219.9303379,94.12250511
W10004_0773/PHZ51,6.85800357,52.64230321,57.60263591,220.5323076,85.79516973
W10004_0774/PHP02,8.801300721,52.17678373,53.3096762,239.5916222,114.0253149
W10004_0774/PHZ51,9.482810947,53.30394633,54.16134648,274.8967441,132.1568221
W10004_0775/PHK76,8.155898404,50.36863184,52.3320138,223.6817404,95.63532138
W10004_0775/PHP02,NA,50.84085881,53.39249498,219.0087966,84.35938631
W10004_0775/PHZ51,8.339883095,53.74501662,55.09356475,255.3513736,112.7080481
W10004_0776/PHK76,NA,53.99959221,54.52142578,219.5498488,108.3350953
W10004_0776/PHP02,8.621466476,52.82132649,53.40114816,227.5019799,113.5998311
W10004_0776/PHZ51,9.652034806,51.35973799,52.28132929,269.6481562,126.4281078
W10004_0779/PHK76,9.940711596,51.30391803,52.85798347,216.7505827,95.90756985
W10004_0779/PHP02,7.737865892,51.95149442,52.32226621,226.1350767,94.4983262
W10004_0779/PHZ51,9.163340607,52.75747306,53.53554591,245.9481122,116.1341196
W10004_0781/PHK76,9.549864954,51.37747857,51.11465998,223.911883,111.1287821
W10004_0781/PHP02,9.906321649,51.3232109,52.41073483,235.6708177,122.0690902
W10004_0781/PHZ51,6.214596985,53.21564901,54.36186018,282.3754873,124.147367
W10004_0782/PHK76,NA,53.32119672,53.14864344,232.4947953,90.06312774
W10004_0782/PHP02,6.346534147,51.89113308,52.95634285,241.8075432,115.1201657
W10004_0782/PHZ51,9.268264593,52.43181326,53.41527812,258.1019081,127.3510145
W10004_0783/PHK76,NA,50.20220282,50.39627681,221.9735673,94.37926281
W10004_0783/PHP02,8.730136724,49.53728028,53.40517673,206.2712965,84.26859517
W10004_0783/PHZ51,8.84502014,53.68850389,54.07627424,279.7372722,131.2101838
W10004_0784/PHK76,8.297179178,52.3402858,53.62420775,234.7813358,104.8170726
W10004_0784/PHP02,7.319181723,51.76090982,54.74399143,250.9413592,114.0031927
W10004_0784/PHZ51,6.650274816,55.01106287,57.84876081,239.6787373,116.932297
W10004_0787/PHP02,9.11578511,53.86203155,54.48971,243.9121681,128.1796003
W10004_0787/PHZ51,8.886788625,55.89450389,56.6315877,263.7281847,125.1099066
W10004_0789/PHK76,NA,51.3977809,52.07324704,236.1355665,93.05547453
W10004_0789/PHP02,8.654742745,51.25325632,52.39561927,238.7308632,110.2938147
W10004_0789/PHZ51,9.28025302,55.47870531,56.10785763,262.6053644,100.9040987
W10004_0792/PHK76,8.445608132,51.30263331,50.97089699,210.558212,88.37770533
W10004_0792/PHP02,NA,50.27949889,51.31894967,223.8466466,95.19798333
W10004_0794/PHK76,6.969542755,52.03639595,52.21834895,233.9309909,113.8909278
W10004_0794/PHP02,6.915683707,53.57115103,53.65490536,223.4508934,115.4762949
W10004_0794/PHZ51,7.304560496,54.57296942,55.06158065,260.5360175,134.3244612
W10004_0795/PHK76,6.891365623,50.18885858,49.44571539,187.2443626,82.20973132
W10004_0795/PHP02,4.916931077,51.18928392,52.29019222,184.8910336,78.95163097
W10004_0795/PHZ51,4.285432069,54.15582717,54.0874781,230.1968559,95.34943232
W10004_0798/PHK76,NA,49.67385905,50.376126,201.7931584,86.59237984
W10004_0798/PHP02,7.52239402,50.98405526,52.36305899,216.3644405,95.55917543
W10004_0798/PHZ51,8.279300213,54.07261314,54.17662072,222.5845918,96.67937368
W10004_0799/PHK76,7.080013601,52.79544222,52.80995188,247.2859067,107.5135273
W10004_0799/PHP02,10.45049449,51.79636086,54.31512009,236.5789837,86.37491111
W10004_0799/PHZ51,6.766118827,54.23252294,56.91158246,265.9455125,97.35307394
W10004_0800/PHK76,5.255522218,51.22327723,51.37652617,227.7483462,96.63405904
W10004_0800/PHP02,7.745990687,52.9746587,52.8903544,236.0413509,94.15049086
W10004_0800/PHZ51,9.698593162,53.09419669,53.85244436,251.6177181,103.7623996
W10004_0801/PHK76,10.56397719,51.03502755,52.23309199,238.0538789,111.9424246
W10004_0801/PHP02,10.82276951,50.95474993,52.81181443,225.3230118,108.4634544
W10004_0801/PHZ51,7.967719849,53.80249922,54.80741749,259.1719917,116.276548
W10004_0802/PHK76,6.24134858,52.49874403,51.12954194,235.5806884,94.33261167
W10004_0802/PHP02,10.09505907,49.10989911,50.48517489,248.644375,107.9582021
W10004_0802/PHZ51,9.780562628,53.02329395,53.40346137,270.7267675,143.2562392
W10004_0803/PHK76,7.311021932,53.00306977,53.07806318,245.3908491,108.5828004
W10004_0803/PHP02,8.124008812,51.28320557,52.39317675,240.5485849,112.0479305
W10004_0803/PHZ51,9.120053456,53.35553838,52.76092039,280.306987,114.1578359
W10004_0806/PHK76,6.444713721,53.14529271,52.65473087,247.5071728,95.69862185
W10004_0806/PHP02,6.696132307,50.4394125,52.26564615,190.7808738,98.09283317
W10004_0806/PHZ51,6.138896379,55.27190608,57.29468677,272.3202444,112.0404558
W10004_0807/PHK76,5.403685197,51.67842756,52.16754472,230.9585305,105.7893333
W10004_0807/PHP02,9.540029083,50.3999061,52.46820792,223.5141826,86.87790946
W10004_0807/PHZ51,8.565114956,53.91071218,55.42208265,259.8608397,103.5797359
W10004_0812/PHK76,7.302793021,50.28624272,51.04971323,239.4213207,93.22332007
W10004_0812/PHP02,8.530362171,51.69199006,53.33120361,213.3727499,87.2299557
W10004_0812/PHZ51,7.590590073,55.81699936,56.6236392,250.3241703,114.9453445
W10004_0814/PHK76,7.506139899,51.60089204,52.54904616,237.5514789,98.14281195
W10004_0814/PHP02,8.195177441,51.53573739,52.603297,249.6327811,107.3278729
W10004_0814/PHZ51,8.413769024,53.45486091,54.47970249,272.3822595,139.7286104
W10004_0815/PHK76,8.114435852,51.29696867,51.45987079,228.5993851,97.95856992
W10004_0815/PHP02,8.616187197,50.44616387,53.55011629,205.0815767,81.13162875
W10004_0815/PHZ51,8.946913333,53.05162264,53.84503645,251.478752,107.9467869
W10004_0818/PHP02,8.109172303,51.32916978,54.57917434,235.0917204,132.4813805
W10004_0818/PHZ51,8.429591504,55.55950495,55.44220188,256.4910517,131.4862676
W10004_0819/PHK76,7.905763686,51.02587508,51.33379734,235.1120308,96.94530339
W10004_0819/PHP02,8.843362943,50.94578072,51.80733438,248.7038756,119.9450985
W10004_0819/PHZ51,8.908033323,52.33433047,53.23046998,278.1766467,109.8827226
W10004_0820/PHK76,6.082787875,52.11943427,52.86232736,212.1197353,88.65296745
W10004_0820/PHP02,8.244259591,50.34995068,51.37477152,219.8201263,95.96839694
W10004_0820/PHZ51,9.528299157,53.00759803,52.98147762,249.5676369,113.3903915
W10004_0822/PHK76,6.775585782,52.21559156,51.81968066,223.6610251,86.88643816
W10004_0822/PHP02,NA,53.33866654,55.2627187,198.205017,78.84397044
W10004_0822/PHZ51,7.773170582,54.17079548,54.53603978,238.9898403,98.46842415
W10004_0823/PHK76,10.52364606,50.07066808,50.36141844,214.8897791,89.98934699
W10004_0823/PHP02,9.233792798,51.49433513,51.76530721,237.1270204,95.69887041
W10004_0823/PHZ51,8.384604858,53.26173781,53.4585351,237.3085731,102.8698057
W10004_0826/PHK76,NA,52.24750761,52.20528317,219.2369154,86.27224974
W10004_0826/PHZ51,8.233479444,54.36208099,55.33699118,257.084122,107.5823871
W10004_0827/PHK76,7.795347427,50.91406496,52.70668534,221.0558354,102.2823346
W10004_0827/PHP02,9.589121198,50.88463375,52.94044809,222.5375166,105.3355482
W10004_0827/PHZ51,7.465642763,51.56155257,53.61511429,228.9313385,99.01513034
W10004_0828/PHK76,9.017866679,51.22498606,51.43983869,233.4626081,117.702458
W10004_0828/PHP02,NA,52.58362695,53.41803018,214.6255637,108.2427109
W10004_0828/PHZ51,9.11870525,50.78745948,52.44526444,252.8990264,107.062623
W10004_0830/PHK76,7.894383806,51.4307086,51.25035813,227.7620159,93.05937286
W10004_0830/PHP02,10.41953369,51.04555464,52.65719368,234.8962452,116.8608099
W10004_0830/PHZ51,8.774298626,52.93538828,53.49227038,251.9806345,120.8128251
W10004_0832/PHK76,8.384866677,49.39521658,51.24410257,187.5400007,78.27405527
W10004_0832/PHP02,8.286297736,49.42012046,53.21952577,189.6235104,88.1790188
W10004_0832/PHZ51,7.302133647,53.65856151,54.73950366,213.614597,95.16996714
W10004_0833/PHK76,8.795394684,54.00226867,54.16462476,256.842699,121.257722
W10004_0833/PHP02,8.438645682,52.42291737,53.84246823,233.9925534,104.7845858
W10004_0833/PHZ51,7.388291676,52.73434244,53.54474912,254.369935,109.7586222
W10004_0834/PHK76,NA,51.39620023,51.80080674,183.4819776,69.39615479
W10004_0834/PHP02,8.405149659,50.69827669,52.62922917,216.4655413,81.21944703
W10004_0834/PHZ51,8.31628451,54.10277047,53.50249327,240.7942692,102.2770275
W10004_0836/PHK76,6.992272334,51.14800447,52.05141257,245.7815242,113.988106
W10004_0836/PHP02,9.639817462,52.09679971,53.17714733,226.9296386,112.1450714
W10004_0836/PHZ51,8.503983838,54.06010789,53.65116228,257.9926473,111.5249222
W10004_0837/PHK76,6.564839187,50.57512945,50.54969513,233.5063249,92.83621769
W10004_0837/PHP02,7.175972999,49.4607186,50.21582626,235.7199333,95.501788
W10004_0837/PHZ51,7.796276969,52.47896515,53.91424922,250.3191287,97.6993004
W10004_0840/PHK76,8.898323257,48.91688911,48.66968281,219.1933042,82.42744273
W10004_0840/PHP02,8.224665323,50.20936192,50.39632057,202.9782179,83.56734503
W10004_0840/PHZ51,8.332343609,52.38951817,51.94436549,251.8661337,115.6506412
W10004_0842/PHK76,7.925670475,49.01427325,50.27368065,214.3702622,102.4410315
W10004_0842/PHP02,9.767959434,51.35599405,52.13110219,230.4218494,118.0152154
W10004_0842/PHZ51,10.94908669,51.11617205,51.87260307,242.700631,117.2563312
W10004_0843/PHK76,7.152091967,51.95424987,52.91120463,208.9717562,95.4910019
W10004_0843/PHP02,7.91854979,51.43680781,52.14031027,209.7593105,87.53933723
W10004_0843/PHZ51,9.316280955,53.61592374,54.5700436,232.9728652,102.9503268
W10004_0844/PHK76,8.63562447,48.21905586,48.61955174,201.1548124,73.97525962
W10004_0844/PHP02,NA,50.86140604,51.65423235,204.3259772,75.01583111
W10004_0844/PHZ51,8.704017669,51.75938807,52.8686806,237.2181335,94.57417205
W10004_0847/PHK76,6.983160864,51.20276189,50.62004351,202.3530115,86.13901222
W10004_0847/PHP02,7.455266755,53.45122529,53.77673161,216.0610011,110.5383441
W10004_0847/PHZ51,6.644301803,53.75511049,54.55673531,233.9411213,117.4511151
W10004_0848/PHK76,9.739433403,50.13730814,51.6143803,249.9784994,140.2603898
W10004_0848/PHP02,10.08880461,50.60913523,50.98281482,236.8760902,107.6767508
W10004_0848/PHZ51,8.536782572,53.63675318,54.65612962,269.659879,140.3972102
W10004_0851/PHK76,9.068553777,50.35484662,50.60287435,226.4455169,97.49177168
W10004_0851/PHZ51,8.428350085,52.186533,55.07359796,246.7914817,139.5109213
W10004_0852/PHK76,5.351122663,50.57395122,50.22429718,189.0546447,84.91827518
W10004_0852/PHP02,10.33398977,48.95610741,51.07554263,199.0188631,85.15949968
W10004_0852/PHZ51,6.567179034,54.34940853,53.74897173,230.1582626,85.43289876
W10004_0856/PHK76,6.335606149,50.5369196,51.14916446,187.222441,66.80064275
W10004_0856/PHP02,7.809122803,49.04329353,50.77696137,190.5420388,82.45575561
W10004_0856/PHZ51,6.673525657,51.19827043,52.41497777,240.4172025,108.6747316
W10004_0858/PHK76,8.184733082,52.2534028,52.66888626,234.8621953,115.4474604
W10004_0858/PHP02,5.621328611,52.1598439,53.25255455,210.9275981,88.45221067
W10004_0858/PHZ51,6.41110809,54.84466665,56.62453686,256.5192128,95.8916005
W10004_0859/PHK76,5.973306877,52.25390705,53.31182391,224.0155466,101.2170802
W10004_0859/PHP02,NA,50.11100248,52.56650184,199.5129954,85.81265452
W10004_0859/PHZ51,9.735736477,52.55989871,54.45337198,258.6343601,119.638004
W10004_0866/PHP02,NA,50.97728705,53.24414407,226.3828883,100.7911423
W10004_0866/PHZ51,9.708878516,52.69569092,54.63399878,261.0341834,130.6781812
W10004_0868/PHK76,9.691880411,50.50619828,50.97019363,236.7945985,116.8964579
W10004_0868/PHP02,9.986890175,52.5676218,52.68778195,219.2655073,96.29744472
W10004_0868/PHZ51,9.21798209,53.01163406,52.46504157,241.1461358,101.3748885
W10004_0869/PHK76,NA,51.54767151,50.85619083,211.9058197,83.41738067
W10004_0869/PHP02,8.242523517,50.67521699,50.42385365,216.3407167,95.73735473
W10004_0869/PHZ51,7.691763183,51.62807135,52.69708032,240.8037636,89.84003574
W10004_0876/PHK76,7.929358114,50.88621705,51.87625253,211.5422253,81.20235463
W10004_0876/PHP02,7.602236336,50.58137547,51.37498577,229.2813628,91.08298849
W10004_0876/PHZ51,8.798830481,52.62385611,55.05946672,251.9509236,89.11933951
W10004_0877/PHK76,NA,51.17510555,51.42968413,215.2205402,88.70522988
W10004_0877/PHP02,8.378584026,50.55291727,50.3938269,222.3606211,103.9979612
W10004_0877/PHZ51,7.502685064,52.71231293,52.16899397,241.0489968,109.5894672
W10004_0879/PHK76,5.153966479,50.91275379,51.39003165,186.9550249,80.21986856
W10004_0879/PHP02,7.558814957,48.67198545,51.21486104,178.343743,66.00989774
W10004_0879/PHZ51,8.078306596,51.99909983,52.55286939,210.6240978,70.70414631
W10004_0884/PHK76,8.095115168,48.20666837,48.58471777,188.7296126,84.67773821
W10004_0884/PHP02,7.793893266,50.20651288,51.74985015,186.423105,92.70738932
W10004_0884/PHZ51,7.426448058,52.30432045,54.79940506,220.1441422,94.46630325
W10004_0885/PHK76,NA,52.23417912,53.37537326,200.7794893,89.23762661
W10004_0885/PHP02,7.582487989,51.13231375,52.45165858,219.8846812,84.96084648
W10004_0885/PHZ51,5.140221499,53.92001838,54.23562884,251.7940874,130.7374626
W10004_0886/PHP02,8.979493066,52.59542879,53.2451891,226.2105175,101.5297216
W10004_0886/PHZ51,7.643376901,53.30355469,55.27305118,255.1216203,103.5907811
W10004_0888/PHK76,9.801492986,50.70565102,49.57796142,210.2799985,83.22499885
W10004_0888/PHP02,8.685023741,49.89092,50.55179933,232.9638069,88.18323778
W10004_0888/PHZ51,8.457682661,54.04080543,53.85011413,250.7614634,122.6003863
W10004_0889/PHK76,NA,50.26307574,50.26356274,203.06312,68.31417196
W10004_0889/PHP02,NA,49.10934862,51.40475952,212.216017,71.43552816
W10004_0889/PHZ51,5.493200107,52.35625004,53.12526516,243.270178,77.01458378
W10004_0891/PHK76,8.478847666,51.97216696,52.50929965,215.8050056,82.40053998
W10004_0891/PHP02,9.373833056,52.25576135,52.23962779,235.2934589,96.51126693
W10004_0891/PHZ51,6.906792536,53.63052491,54.27132683,260.4394306,130.4773351
W10004_0892/PHK76,8.329753887,52.08338628,51.2486265,213.3307258,109.1011182
W10004_0892/PHP02,10.2251883,49.8478693,52.17126208,221.8213088,112.3672618
W10004_0892/PHZ51,7.029366784,52.69705532,53.76018127,250.5388173,117.6808244
W10004_0894/PHK76,8.377418422,51.14268577,51.21801746,199.3310692,86.83692737
W10004_0894/PHP02,8.530104742,50.55394765,51.48826559,225.8653534,113.4414427
W10004_0894/PHZ51,8.576720408,52.73901142,53.6227512,253.7542412,99.92994117
W10004_0896/PHK76,10.40099551,52.42610102,52.29732645,232.527579,106.0757117
W10004_0896/PHP02,8.260919627,51.00437095,52.62342251,247.4331387,148.7668245
W10004_0896/PHZ51,6.850383221,52.40350323,54.15956459,223.7990754,95.47898734
W10004_0900/PHK76,NA,51.64774419,52.79017451,202.2419596,95.391461
W10004_0900/PHP02,5.490788793,50.61566511,51.99462896,203.9270823,83.898693
W10004_0900/PHZ51,6.856699653,52.51558667,54.26895143,232.6218155,90.79834541
W10004_0901/PHK76,10.35506298,49.02690283,50.48318314,206.7388599,72.93846745
W10004_0901/PHP02,7.817076538,50.24297071,52.2519428,216.9600222,95.45739812
W10004_0901/PHZ51,7.074158253,52.65095153,53.48483948,241.4526259,83.23134501
W10004_0907/PHK76,8.395816486,52.2356499,52.54886716,249.3431106,118.730854
W10004_0907/PHP02,9.728357837,52.15255825,53.52150421,237.750668,102.9109236
W10004_0907/PHZ51,9.644898639,53.90240654,54.11137745,268.17094,138.5032641
W10004_0913/PHK76,9.555401669,52.37445742,52.72203417,229.0125709,114.0969415
W10004_0913/PHP02,8.292816677,50.82187606,51.99780483,238.1139962,116.3718039
W10004_0913/PHZ51,7.783937774,53.58476039,54.51271371,250.2255763,112.6590273
W10004_0914/PHK76,8.345100309,54.07747585,55.25937999,239.3166554,96.84338547
W10004_0914/PHP02,8.013308389,51.06177212,53.11413021,237.8415158,105.1069376
W10004_0914/PHZ51,9.927798527,54.15324003,56.37221166,261.6575966,128.4914093
W10004_0916/PHK76,7.191139726,51.05152466,51.62943408,212.6174523,95.96565684
W10004_0916/PHP02,9.408031833,51.28281735,52.06474525,231.8613446,109.1085253
W10004_0916/PHZ51,6.827388205,56.24741865,56.19260871,260.2559692,119.0973409
W10004_0918/PHK76,6.234768067,52.5262203,53.36881714,204.2847568,96.85796388
W10004_0918/PHP02,10.28306764,51.74930015,53.87188915,230.8420517,116.0202483
W10004_0918/PHZ51,8.178614342,53.0094067,53.93782811,245.1842622,102.7047603
W10004_0920/PHK76,4.788838461,50.06850665,50.25489995,197.6975192,81.32502963
W10004_0920/PHP02,7.464403166,50.25819451,50.6881083,213.7641194,79.78685557
W10004_0920/PHZ51,7.581711677,53.406767,53.26529218,232.1740217,107.0283444
W10004_0922/PHK76,3.260670887,50.7545067,49.73104797,211.8132728,83.63818868
W10004_0922/PHP02,NA,50.73385713,52.00898096,201.6796011,68.33096269
W10004_0922/PHZ51,8.253524949,53.11097808,53.48852842,250.1957728,92.02084903
W10004_0928/PHK76,8.118278115,48.95353124,51.52139294,224.8070632,102.1443912
W10004_0928/PHP02,9.266706245,49.36123372,51.90657612,239.2455609,100.9064574
W10004_0928/PHZ51,7.504650977,53.54360869,56.08689045,264.2088851,103.6701454
W10004_0930/PHK76,5.510199244,50.54235816,52.4335713,207.7675548,82.25085345
W10004_0930/PHP02,7.528065739,50.86443633,52.38972377,220.5679992,90.76035748
W10004_0930/PHZ51,7.582224046,52.79269576,53.54284726,251.4558129,110.0660391
W10004_0932/PHK76,7.760992587,51.32538793,53.34760467,231.7599611,107.2827874
W10004_0932/PHP02,7.000765479,51.82851407,55.88003095,241.6383606,122.1281354
W10004_0932/PHZ51,5.302327233,53.73853388,58.06419125,271.744242,118.4208955
W10004_0935/PHK76,6.163197535,49.97142946,50.90240421,226.5793234,83.73534444
W10004_0935/PHP02,5.732097509,50.1400743,53.37595025,200.9398246,67.38978507
W10004_0935/PHZ51,8.194803364,51.73875802,53.58571311,244.9355482,80.74270674
W10004_0938/PHK76,NA,51.59324015,53.11623945,209.0483316,82.56794246
W10004_0938/PHP02,6.026791513,51.98541967,54.48924147,232.8690743,114.5618186
W10004_0938/PHZ51,8.98267511,52.05533375,53.44851296,254.1402882,109.2316985
W10004_0940/PHP02,6.532536237,51.98023575,53.2259778,241.1674911,110.0767844
W10004_0940/PHZ51,10.90046243,52.67312095,54.4223539,279.6906321,126.3067129
W10004_0943/PHK76,5.194722315,51.06136919,52.47201621,220.7406834,91.24227223
W10004_0943/PHP02,10.02764355,51.04893195,53.74760279,246.6553963,94.83888966
W10004_0943/PHZ51,8.290468842,53.40181634,55.42009677,260.1512346,108.061337
W10004_0949/PHK76,10.5847529,50.95441093,52.22517359,225.6498034,99.81420529
W10004_0949/PHP02,8.447336861,52.46984725,53.31891469,224.3713229,107.8709688
W10004_0949/PHZ51,7.292475902,53.85170995,54.64689004,258.6095676,112.5087909
W10004_0950/PHK76,7.007930875,50.18170462,50.20713033,195.8611253,90.76236991
W10004_0950/PHP02,4.365947674,53.57038527,54.12855148,200.4283715,78.60077277
W10004_0950/PHZ51,6.674903892,52.83363228,53.50992256,235.3894141,116.905826
W10004_0951/PHK76,9.263164946,49.52485031,51.1064361,233.12931,107.250848
W10004_0951/PHP02,7.887600956,50.38620714,52.55291693,230.8298053,101.9343768
W10004_0951/PHZ51,5.36222662,54.0167774,58.30322362,239.8880264,100.4710653
W10004_0953/PHP02,8.322530677,51.34261592,53.21157727,217.219496,94.0144567
W10004_0953/PHZ51,6.861472804,52.28724609,55.02331974,241.5590996,115.3038456
W10004_0955/PHK76,8.550637237,51.72507799,51.75046261,228.849004,117.1376336
W10004_0955/PHP02,5.965208649,51.25039926,53.34872862,224.177832,88.08135282
W10004_0955/PHZ51,9.346271056,52.98012893,56.06357583,238.6231968,103.8728141
W10004_0956/PHP02,NA,52.07898779,53.13324385,232.8128321,117.1865264
W10004_0956/PHZ51,9.247819706,53.75301857,54.5964282,263.8865896,114.4564823
W10004_0963/PHK76,6.699836541,50.38611414,52.40056671,251.6265212,110.4620132
W10004_0963/PHP02,NA,50.152312,53.25465359,221.2835321,87.46934718
W10004_0963/PHZ51,7.540171673,52.17933329,55.694616,245.7748255,100.1216371
W10004_0964/PHK76,10.61891765,48.31644,49.22354957,191.3317704,79.98884837
W10004_0964/PHP02,7.533545474,50.02757108,52.41671514,200.3813512,89.56625739
W10004_0964/PHZ51,7.422563611,53.42080832,54.84244655,231.3039678,93.70200438
W10004_0965/PHK76,6.811148597,50.36040295,51.49533692,226.8755174,113.6489566
W10004_0965/PHP02,NA,50.07762339,52.00706136,215.3081982,87.18388325
W10004_0965/PHZ51,7.178744898,52.91894107,54.25875953,220.6670626,90.56610065
W10004_0966/PHK76,8.642314684,51.63579911,52.6305102,231.7018398,111.4923778
W10004_0966/PHP02,8.201425462,52.96230634,53.64847406,236.8224897,109.6648724
W10004_0966/PHZ51,9.735503584,51.86654347,53.52798069,239.0303155,85.70805537
W10004_0969/PHK76,9.443815953,50.55711129,50.81048566,203.004905,73.5578946
W10004_0969/PHP02,8.208680295,50.15788084,51.78617725,220.0139331,90.83521841
W10004_0969/PHZ51,7.685875537,52.89416788,52.44807554,242.0211181,95.99311857
W10004_0970/PHK76,NA,52.50492276,52.2935757,236.6033488,91.70179271
W10004_0970/PHP02,6.410370052,51.16631998,51.55578748,241.3358348,106.9681056
W10004_0970/PHZ51,5.351329565,53.76440794,57.54996221,226.0787924,85.70451699
W10004_0971/PHK76,5.491815157,51.36785285,52.25227715,201.0802463,102.3225582
W10004_0971/PHP02,7.410861407,51.53896894,52.81228961,197.6297548,76.0553299
W10004_0971/PHZ51,9.782237288,53.55493336,53.71411637,213.5552386,103.379462
W10004_0974/PHK76,5.241507647,51.38714273,51.4593736,218.0248261,81.54826338
W10004_0974/PHP02,10.2372155,49.84472377,51.49126536,246.9504295,114.7984394
W10004_0974/PHZ51,7.544973599,53.36736766,55.74741302,257.0693307,95.66758865
W10004_0975/PHK76,7.472660267,51.44438279,52.05178564,219.7833129,107.1828704
W10004_0975/PHP02,NA,51.18319233,53.37568549,224.530936,98.58917184
W10004_0975/PHZ51,8.091722284,54.03840049,54.13734427,251.2084656,120.1020963
W10004_0981/PHK76,9.269024147,50.1982753,51.35195239,216.9674781,93.37970226
W10004_0981/PHZ51,8.152136486,54.40919241,55.66423717,238.3952126,115.9725912
W10004_0982/PHK76,NA,49.58663807,50.49545826,210.3421922,89.57237117
W10004_0982/PHP02,9.090956831,52.17108109,52.46433248,217.9639546,105.8304089
