Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0034 X PHK76,0.117387704,0.133772061,0.213700129,0.267190467,0.377425244,0.528577159,0.653134848,1.037327098,1.210168086,1.385238922,1.713992995,1.917233564,2.069364787,2.213319979,2.259290452,2.269724602,2.280889242,2.281826489,2.282057855,2.282186628,2.282235187,2.282274893,2.282270258,2.282328804,2.282333185,2.282338381,2.28234228,2.282345983,2.282347935,2.282276844,2.282350955,2.282351731
W10004_0034 X PHP02,0.001497202,0.016359043,0.088771474,0.137384403,0.238161174,0.377801456,0.49423297,0.861926558,1.032089872,1.207939571,1.549598541,1.770402045,1.942228828,2.111809971,2.167544251,2.180190932,2.193550328,2.194655946,2.194929228,2.195081446,2.195138853,2.195185795,2.195180315,2.19524953,2.195254708,2.195260852,2.195265462,2.195269839,2.195272147,2.195188101,2.195275717,2.195276635
W10004_0034 X PHZ51,0.149825927,0.166526178,0.247520818,0.301546011,0.41274357,0.565214918,0.691026128,1.080954497,1.25768649,1.437822341,1.780259904,1.99599627,2.160815569,2.321589016,2.374918161,2.387288972,2.400658811,2.401775628,2.402049707,2.40220199,2.402259398,2.40230634,2.40230086,2.402370075,2.402375253,2.402381397,2.402386006,2.402390384,2.402392691,2.402308646,2.402396262,2.40239718
W10004_0035 X PHK76,0.05298826,0.070460307,0.154746662,0.210685203,0.325302836,0.481535647,0.609749782,1.003521654,1.180271044,1.359304523,1.696325515,1.906146702,2.064917603,2.218352797,2.269043323,2.280856234,2.293776608,2.294883133,2.295156676,2.29530892,2.295366327,2.295413269,2.29540779,2.295477004,2.295482183,2.295488327,2.295492936,2.295497313,2.295499621,2.295415575,2.295503192,2.295504109
W10004_0035 X PHP02,0.040949398,0.058001943,0.139502895,0.193220934,0.302777072,0.451419164,0.573030114,0.94548071,1.112500202,1.281780628,1.601324367,1.801484946,1.95418978,2.103857268,2.154300987,2.166211105,2.179334406,2.180453997,2.180728721,2.18088111,2.180938521,2.180985463,2.180979984,2.181049198,2.181054377,2.181060521,2.18106513,2.181069507,2.181071815,2.180987769,2.181075386,2.181076303
W10004_0035 X PHZ51,0.057846573,0.074392352,0.154539795,0.207963124,0.31790355,0.468696844,0.593218122,0.980070254,1.156054106,1.335996218,1.680256995,1.899343729,2.068610743,2.236552147,2.293429138,2.306752011,2.321110674,2.322267435,2.322544605,2.322697221,2.322754637,2.322801579,2.3227961,2.322865315,2.322870493,2.322876637,2.322881246,2.322885624,2.322887931,2.322803886,2.322891502,2.322892419
W10004_0037 X PHK76,-0.037906958,-0.02289901,0.05094197,0.100909207,0.205108602,0.350349446,0.471843281,0.854913051,1.030337571,1.209174023,1.545473844,1.751525152,1.904032464,2.048554357,2.096461231,2.107750044,2.120067169,2.121067842,2.121305143,2.121434699,2.121483285,2.121522993,2.121518358,2.121576904,2.121581284,2.121586481,2.12159038,2.121594082,2.121596034,2.121524943,2.121599055,2.121599831
W10004_0037 X PHP02,0.028868291,0.045864658,0.127548276,0.181640605,0.292390634,0.443391431,0.567476764,0.950279846,1.123294216,1.299563511,1.635168073,1.847769859,2.011669562,2.174451288,2.230032296,2.243196534,2.257585526,2.258761505,2.259041466,2.259194565,2.259252002,2.259298945,2.259293466,2.259362681,2.259367859,2.259374003,2.259378612,2.25938299,2.259385297,2.259301252,2.259388868,2.259389785
W10004_0037 X PHZ51,-0.031066353,-0.013088221,0.072120124,0.127962788,0.241480581,0.395111492,0.520695001,0.905838853,1.079240918,1.255724023,1.591930486,1.805818335,1.972043554,2.140208085,2.19974416,2.214350787,2.230992826,2.232398603,2.232716739,2.232878971,2.232937154,2.232984193,2.232978717,2.233047932,2.23305311,2.233059254,2.233063863,2.233068241,2.233070548,2.232986503,2.233074119,2.233075037
W10004_0038 X PHK76,-0.087681627,-0.07176939,0.005779271,0.057732986,0.165032944,0.312692387,0.434822019,0.813889864,0.985497439,1.159945671,1.489179232,1.693877409,1.8479394,1.995322832,2.043569903,2.054836293,2.067312536,2.068409683,2.068682782,2.068834996,2.068892402,2.068939344,2.068933864,2.069003079,2.069008258,2.069014401,2.069019011,2.069023388,2.069025696,2.06894165,2.069029267,2.069030184
W10004_0038 X PHP02,-0.02415016,-0.008245947,0.068906784,0.120414853,0.226568349,0.372439565,0.493092881,0.86884454,1.040163564,1.21554386,1.551549155,1.765579383,1.930902135,2.094584883,2.149750762,2.16262535,2.176495438,2.177628978,2.177904132,2.17805651,2.178113919,2.178160861,2.178155382,2.178224597,2.178229775,2.178235919,2.178240528,2.178244906,2.178247213,2.178163168,2.178250784,2.178251701
W10004_0038 X PHZ51,-0.025471377,-0.00771777,0.076746225,0.132233336,0.245160675,0.39808844,0.52307847,0.905768646,1.077543299,1.251884133,1.582080352,1.790123931,1.949940261,2.108321013,2.162505657,2.175410928,2.18965538,2.190839455,2.191121491,2.191275093,2.191332564,2.191379511,2.191374032,2.191443247,2.191448425,2.191454569,2.191459178,2.191463556,2.191465863,2.191381818,2.191469434,2.191470351
W10004_0039 X PHK76,-0.056907253,-0.039675965,0.043021804,0.097719384,0.209595756,0.361941039,0.486993331,0.872102099,1.045841319,1.222643318,1.558633192,1.77096778,1.934297242,2.096036916,2.151079736,2.164095392,2.17832077,2.179488613,2.179767792,2.179920783,2.179978216,2.180025159,2.18001968,2.180088895,2.180094073,2.180100217,2.180104826,2.180109204,2.180111511,2.180027466,2.180115082,2.180115999
W10004_0039 X PHP02,0.028472037,0.044581658,0.122540165,0.174478283,0.281348545,0.427951756,0.549060098,0.925757274,1.097428892,1.273229596,1.610610446,1.826401137,1.994106078,2.162144613,2.21988314,2.233546914,2.248365411,2.249549713,2.249829569,2.249982539,2.250039966,2.250086909,2.250081429,2.250150644,2.250155822,2.250161966,2.250166575,2.250170953,2.25017326,2.250089215,2.250176831,2.250177749
W10004_0039 X PHZ51,0.061587286,0.078137122,0.157860006,0.21076515,0.319281063,0.467579485,0.589700012,0.967756248,1.13926811,1.314443237,1.649362864,1.862733532,2.02814261,2.19372272,2.250815186,2.264414203,2.279306719,2.280510511,2.280793349,2.280946869,2.281004323,2.281051268,2.281045788,2.281115003,2.281120182,2.281126325,2.281130935,2.281135312,2.28113762,2.281053574,2.281141191,2.281142108
W10004_0041 X PHK76,0.092243748,0.107835639,0.183473575,0.233984053,0.338125369,0.481331175,0.599868253,0.969561135,1.13840342,1.311454622,1.643679209,1.855888807,2.020235349,2.183493325,2.238696622,2.251595443,2.265488636,2.266622201,2.2668973,2.267049669,2.267107077,2.26715402,2.26714854,2.267217755,2.267222933,2.267229077,2.267233686,2.267238064,2.267240371,2.267156326,2.267243942,2.26724486
W10004_0041 X PHP02,-0.001237562,0.016294219,0.10039556,0.155973451,0.269515847,0.423819493,0.550195089,0.937592593,1.111364991,1.287451941,1.619532978,1.827110908,1.985012274,2.138929615,2.190346087,2.202397081,2.215584666,2.216702374,2.216976774,2.217129109,2.217186519,2.217233461,2.217227981,2.217297196,2.217302374,2.217308518,2.217313127,2.217317505,2.217319812,2.217235767,2.217323383,2.217324301
W10004_0041 X PHZ51,0.119634488,0.136276614,0.216055836,0.268807233,0.376744607,0.523898585,0.644888446,1.01896339,1.188643384,1.362070935,1.694494274,1.907477518,2.073966011,2.243523736,2.303897531,2.318721427,2.335522495,2.336911472,2.337222925,2.337382648,2.33744053,2.337487519,2.337482041,2.337551256,2.337556434,2.337562578,2.337567187,2.337571565,2.337573872,2.337489827,2.337577443,2.33757836
W10004_0042 X PHK76,-0.107418666,-0.090339847,-0.007674593,0.047340977,0.160306673,0.314648948,0.441533573,0.832011579,1.007509143,1.18532394,1.519924115,1.727906197,1.884910047,2.03607257,2.085836113,2.097433381,2.110165202,2.111266769,2.111540038,2.111692261,2.111749667,2.111796609,2.11179113,2.111860345,2.111865523,2.111871667,2.111876276,2.111880654,2.111882961,2.111798916,2.111886532,2.111887449
W10004_0042 X PHP02,0.077103397,0.097614258,0.191615574,0.251737647,0.371911987,0.531578332,0.660212816,1.04661718,1.217101534,1.388466154,1.708401346,1.90647636,2.056228228,2.201489198,2.24994948,2.261333646,2.273857459,2.274912932,2.275164007,2.275298045,2.275347159,2.275386964,2.275382336,2.275440883,2.275445263,2.27545046,2.275454358,2.275458061,2.275460013,2.275388922,2.275463033,2.27546381
W10004_0042 X PHZ51,0.062007036,0.07894899,0.161232585,0.216151261,0.329168842,0.483970972,0.6114816,1.004838141,1.18194259,1.361493194,1.699394823,1.909192624,2.067213666,2.218724165,2.268340097,2.279876454,2.292544859,2.293644732,2.29391792,2.294070137,2.294127543,2.294174485,2.294169006,2.294238221,2.294243399,2.294249543,2.294254152,2.29425853,2.294260837,2.294176792,2.294264408,2.294265325
W10004_0045 X PHK76,0.067992182,0.086094137,0.172041962,0.228422046,0.34306122,0.498176487,0.624893867,1.012788988,1.186950055,1.363802852,1.699194876,1.911021609,2.074236587,2.236848435,2.292947554,2.306394912,2.321312794,2.322546042,2.322834819,2.322989773,2.323047331,2.323094287,2.323088808,2.323158023,2.323163201,2.323169345,2.323173954,2.323178332,2.323180639,2.323096594,2.32318421,2.323185127
W10004_0045 X PHP02,0.117676293,0.134506044,0.21596502,0.270163726,0.38144913,0.53357795,0.658791429,1.045620313,1.220557263,1.398765181,1.737730312,1.951880771,2.11622891,2.277768986,2.331760301,2.344255473,2.357494917,2.358514892,2.358752995,2.358882563,2.358931145,2.358970853,2.358966218,2.359024764,2.359029144,2.359034341,2.35903824,2.359041943,2.359043895,2.358972804,2.359046915,2.359047691
W10004_0045 X PHZ51,0.117748866,0.133864827,0.211702345,0.26348524,0.369939691,0.515863736,0.636377538,1.011407538,1.182579623,1.358171211,1.696552596,1.914659844,2.085899713,2.260821499,2.322917752,2.338019976,2.35479743,2.356127219,2.35642512,2.356581173,2.356638748,2.356685702,2.356680222,2.356749437,2.356754616,2.356760759,2.356765369,2.356769746,2.356772054,2.356688008,2.356775624,2.356776542
W10004_0046 X PHK76,-0.005353751,0.010634104,0.088550056,0.140736025,0.248461331,0.396558636,0.518899503,0.897570714,1.06838142,1.241554205,1.566888019,1.76801935,1.918780024,2.062725708,2.110037345,2.121158099,2.133554474,2.134651092,2.134924182,2.135076395,2.135133802,2.135180744,2.135175264,2.135244479,2.135249657,2.135255801,2.13526041,2.135264788,2.135267095,2.13518305,2.135270666,2.135271584
W10004_0046 X PHP02,-0.048399478,-0.031874908,0.048003691,0.101147862,0.210331042,0.359750162,0.48287243,0.863901025,1.036459689,1.212338924,1.546954167,1.758259311,1.920281903,2.079437448,2.132806938,2.145281433,2.158819546,2.159945716,2.160220553,2.160372917,2.160430326,2.160477269,2.160471789,2.160541004,2.160546182,2.160552326,2.160556935,2.160561313,2.16056362,2.160479575,2.160567191,2.160568109
W10004_0046 X PHZ51,0.064382195,0.082709176,0.169679137,0.226687337,0.342501822,0.498992037,0.626647654,1.016327051,1.190705272,1.367352424,1.700914283,1.910275637,2.070529658,2.22855693,2.282276528,2.295016877,2.309038728,2.310206805,2.310486824,2.310640061,2.310697513,2.310744458,2.310738978,2.310808193,2.310813372,2.310819515,2.310824125,2.310828502,2.31083081,2.310746764,2.31083438,2.310835298
W10004_0047 X PHK76,-0.037045753,-0.020354295,0.060116482,0.113521365,0.222991854,0.372347064,0.495059325,0.872876583,1.042996369,1.215709346,1.542147742,1.746529005,1.902044489,2.053477832,2.103948531,2.115766642,2.128721686,2.129830241,2.130103927,2.130256184,2.130313592,2.130360534,2.130355054,2.130424269,2.130429447,2.130435591,2.1304402,2.130444578,2.130446885,2.13036284,2.130450456,2.130451374
W10004_0047 X PHP02,-0.072235997,-0.05553275,0.02474766,0.077920622,0.186815382,0.335345315,0.457450713,0.834439665,1.004981445,1.178843351,1.510241599,1.720525931,1.88292831,2.044687311,2.100157672,2.113340363,2.127793061,2.128975792,2.129256619,2.129409864,2.129467308,2.129514252,2.129508772,2.129577987,2.129583165,2.129589309,2.129593918,2.129598296,2.129600603,2.129516558,2.129604174,2.129605092
W10004_0047 X PHZ51,0.084414566,0.103265072,0.191627072,0.24905355,0.365090916,0.521086107,0.647931854,1.034081285,1.206730582,1.381731369,1.713041086,1.922179557,2.083540404,2.245124103,2.301562593,2.315282294,2.330808238,2.332128754,2.332434604,2.332594241,2.332652249,2.33269927,2.332693793,2.332763009,2.332768187,2.332774331,2.33277894,2.332783318,2.332785625,2.33270158,2.332789196,2.332790113
W10004_0053 X PHK76,0.023621282,0.041764017,0.127466626,0.183489058,0.297156123,0.450654145,0.575904734,0.959000835,1.131016425,1.305789597,1.637804946,1.848225246,2.011126765,2.174955573,2.232460106,2.246476439,2.262350757,2.263692355,2.264000428,2.264160306,2.264218298,2.264265313,2.264259836,2.264329051,2.264334229,2.264340373,2.264344982,2.26434936,2.264351667,2.264267622,2.264355238,2.264356156
W10004_0053 X PHP02,0.115912623,0.134231647,0.218964891,0.273609223,0.383624229,0.531185463,0.651120611,1.016881576,1.181022183,1.347964129,1.666262834,1.869628641,2.029011706,2.193896981,2.255580017,2.271816041,2.292944554,2.295413262,2.296063194,2.296380994,2.296471065,2.296528463,2.296524391,2.296593952,2.296599131,2.296605275,2.296609885,2.296614262,2.29661657,2.296532524,2.296620141,2.296621058
W10004_0053 X PHZ51,0.068859022,0.085606691,0.165749596,0.218677984,0.326905118,0.474384937,0.595632132,0.970721361,1.141090709,1.315464751,1.650772622,1.866860485,2.037092474,2.213179389,2.277749666,2.294077049,2.313334426,2.315016109,2.315383342,2.315558303,2.315617643,2.315664843,2.315659373,2.315728589,2.315733767,2.315739911,2.31574452,2.315748897,2.315751205,2.315667159,2.315754776,2.315755693
W10004_0055 X PHK76,0.113881341,0.131096135,0.21377137,0.268484687,0.380442431,0.532978496,0.658243116,1.044270153,1.218544597,1.395968184,1.733369266,1.946776062,2.111051011,2.273866199,2.329314133,2.342425617,2.35674415,2.357915783,2.358195288,2.35834832,2.358405754,2.358452698,2.358447218,2.358516433,2.358521611,2.358527755,2.358532364,2.358536742,2.358539049,2.358455004,2.35854262,2.358543538
W10004_0055 X PHP02,0.087093728,0.104269844,0.186332168,0.24042692,0.350812579,0.500762467,0.62363301,1.001252899,1.171368772,1.344397879,1.673172434,1.881126824,2.041412508,2.20092513,2.255745467,2.268831401,2.283280466,2.28447539,2.284758518,2.284912275,2.284969752,2.285016699,2.285011219,2.285080434,2.285085613,2.285091756,2.285096366,2.285100743,2.285103051,2.285019005,2.285106621,2.285107539
W10004_0055 X PHZ51,0.024211582,0.040527696,0.120140454,0.173472139,0.2835708,0.435040994,0.56037118,0.950510208,1.128175622,1.309845078,1.657058579,1.877310138,2.0465412,2.212415945,2.267304059,2.279868606,2.293036169,2.294044026,2.294280794,2.294410179,2.294458755,2.294498462,2.294493827,2.294552373,2.294556753,2.29456195,2.294565849,2.294569552,2.294571504,2.294500413,2.294574524,2.2945753
W10004_0059 X PHK76,-0.110794139,-0.09306613,-0.008412991,0.047333459,0.160938242,0.314923679,0.440801085,0.825843884,0.99831265,1.173006382,1.502483754,1.708669283,1.865841091,2.019689931,2.07142032,2.08359996,2.096960776,2.09808876,2.098364177,2.098516652,2.098574065,2.098621008,2.098615528,2.098684743,2.098689922,2.098696065,2.098700675,2.098705052,2.09870736,2.098623314,2.09871093,2.098711848
W10004_0059 X PHP02,-0.015775541,0.001903553,0.084901674,0.138927822,0.248250271,0.395483005,0.515388914,0.88123425,1.045141248,1.21146147,1.526786549,1.726125305,1.88010034,2.034553425,2.088690961,2.101913742,2.117010751,2.118325811,2.118634022,2.118795015,2.118853237,2.118900302,2.118894828,2.118964044,2.118969222,2.118975366,2.118979975,2.118984353,2.11898666,2.118902615,2.118990231,2.118991149
W10004_0059 X PHZ51,0.014536215,0.031561809,0.113197778,0.167158013,0.277478581,0.427638743,0.550858044,0.930172886,1.101243406,1.275302623,1.606023991,1.815014363,1.97579466,2.135114702,2.189429569,2.202300964,2.216412776,2.217578245,2.217857363,2.218010365,2.218067799,2.218114743,2.218109264,2.218178478,2.218183657,2.218189801,2.21819441,2.218198787,2.218201095,2.218117049,2.218204666,2.218205583
W10004_0061 X PHK76,-0.003213236,0.014799359,0.099896326,0.155525248,0.268391329,0.420792492,0.545128855,0.925276747,1.095870418,1.269116186,1.597916489,1.805980944,1.966770937,2.127975607,2.184274486,2.197938522,2.213343569,2.214643154,2.214944239,2.215102378,2.215160216,2.21520721,2.215201732,2.215270947,2.215276125,2.215282269,2.215286878,2.215291256,2.215293563,2.215209518,2.215297134,2.215298051
W10004_0061 X PHP02,-0.037105112,-0.02034121,0.059511491,0.112049513,0.219151297,0.364541078,0.483657678,0.849972339,1.015230496,1.183552614,1.504352892,1.708329377,1.866592467,2.026068164,2.082100817,2.095754324,2.111193758,2.112497196,2.11279842,2.112956433,2.113014242,2.113061228,2.11305575,2.113124965,2.113130143,2.113136287,2.113140896,2.113145274,2.113147581,2.113063536,2.113151152,2.11315207
W10004_0061 X PHZ51,0.139773014,0.156198587,0.23507207,0.287306077,0.394337145,0.540540799,0.660979062,1.034684376,1.204936246,1.379521826,1.716285974,1.934224779,2.106639643,2.286114304,2.352489997,2.369369658,2.389349185,2.391083188,2.391456421,2.391632037,2.391691323,2.3917385,2.391733028,2.391802243,2.391807422,2.391813566,2.391818175,2.391822552,2.39182486,2.391740814,2.391828431,2.391829348
W10004_0062 X PHK76,-0.015120715,0.001308715,0.080918555,0.133969812,0.24306049,0.392436515,0.515514306,0.895838098,1.067567861,1.242108074,1.572222349,1.7787829,1.935730226,2.088392997,2.139451174,2.151470888,2.164656932,2.165730875,2.165979123,2.166110954,2.166159686,2.166199408,2.166194774,2.16625332,2.1662577,2.166262897,2.166266796,2.166270498,2.16627245,2.166201359,2.166275471,2.166276247
W10004_0062 X PHP02,-0.088893361,-0.0700982,0.01655658,0.072252146,0.184029436,0.333320247,0.454184602,0.820332874,0.983435677,1.148473546,1.460242884,1.656632378,1.807964109,1.959468552,2.012578043,2.025590586,2.040583296,2.041926845,2.042246019,2.042411883,2.042470914,2.042518173,2.042512716,2.042581934,2.042587112,2.042593256,2.042597865,2.042602243,2.04260455,2.042520505,2.042608121,2.042609038
W10004_0062 X PHZ51,-0.03842502,-0.020904272,0.062283688,0.116889428,0.22804602,0.378749562,0.502140596,0.881599684,1.052960996,1.227731602,1.56191326,1.775688288,1.942870889,2.113907123,2.17565921,2.191097116,2.209130453,2.210707849,2.211059943,2.211231954,2.211291162,2.211338364,2.211332896,2.211402112,2.21140729,2.211413434,2.211418043,2.211422421,2.211424728,2.211340683,2.211428299,2.211429217
