Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0152 X PHP02,-0.003340682,0.013035327,0.092139118,0.144699983,0.252538047,0.399862326,0.521091102,0.895695637,1.065247493,1.238133837,1.567714474,1.776792342,1.938109838,2.098286755,2.152768588,2.16557371,2.179348942,2.180415902,2.180660074,2.180790707,2.180839342,2.180879054,2.180874419,2.180932965,2.180937345,2.180942542,2.180946441,2.180950143,2.180952095,2.180881004,2.180955116,2.180955892
W10004_0152 X PHZ51,0.145773592,0.163259204,0.246851995,0.301982039,0.414524128,0.567482019,0.692880103,1.078636672,1.252624648,1.429751756,1.766880398,1.980655208,2.145869801,2.310955951,2.367992219,2.381647412,2.396730375,2.397962891,2.398250511,2.39840506,2.39846258,2.398509531,2.398504051,2.398573266,2.398578444,2.398584588,2.398589197,2.398593575,2.398595882,2.398511837,2.398599453,2.398600371
W10004_0153 X PHK76,0.031361352,0.047224149,0.12424906,0.175703181,0.281766043,0.427479261,0.547917337,0.922092845,1.092025668,1.265379586,1.595116417,1.802749525,1.961113309,2.115079465,2.165992419,2.177822393,2.190719382,2.191823256,2.192096598,2.192248823,2.19230623,2.192353172,2.192347692,2.192416907,2.192422085,2.192428229,2.192432838,2.192437216,2.192439523,2.192355478,2.192443094,2.192444012
W10004_0153 X PHP02,-0.132337821,-0.115717609,-0.036248742,0.016194527,0.123350543,0.269212901,0.388995433,0.758714023,0.926156733,1.097145014,1.424473056,1.633903251,1.797468694,1.964011122,2.02343474,2.03808648,2.054832313,2.0562436,2.056561227,2.056722909,2.056780992,2.056828011,2.056822533,2.056891748,2.056896927,2.056903071,2.05690768,2.056912057,2.056914365,2.056830319,2.056917936,2.056918853
W10004_0153 X PHZ51,-0.00922485,0.007644383,0.088222986,0.141369367,0.249948883,0.397785338,0.519260405,0.894882699,1.065478617,1.240119772,1.576204481,1.793189457,1.964615173,2.143087601,2.209436484,2.226470593,2.247049164,2.248930015,2.249342156,2.24953161,2.249592675,2.249640179,2.249634727,2.249703944,2.249709122,2.249715266,2.249719875,2.249724253,2.24972656,NA,2.249730131,2.249731048
W10004_0154 X PHP02,0.015616821,0.03311681,0.116755948,0.171854661,0.284124718,0.436200366,0.560389509,0.939309898,1.108457283,1.279338708,1.600110073,1.799535715,1.950613542,2.09738072,2.146421411,2.157970193,2.170731773,2.171837047,2.172110607,2.172262859,2.172320266,2.172367208,2.172361729,2.172430944,2.172436122,2.172442266,2.172446875,2.172451252,2.17245356,2.172369514,2.172457131,2.172458048
W10004_0154 X PHZ51,0.09142279,0.107798298,0.186318377,0.238265367,0.344639721,0.489860189,0.609447601,0.980450866,1.149507406,1.322939147,1.657884722,1.87521708,2.04784659,2.229218987,2.297647698,2.315442624,2.337266794,2.339295025,2.339735081,2.33993209,2.339993859,2.340041459,2.34003601,2.340105227,2.340110405,2.340116549,2.340121158,2.340125536,2.340127843,2.340043798,2.340131414,2.340132332
W10004_0160 X PHK76,-0.066485907,-0.051183458,0.023813975,0.074366079,0.179362332,0.324857568,0.445863171,0.82374567,0.99524866,1.169347981,1.495626668,1.695550226,1.84372269,1.98366712,2.029737846,2.040677662,2.052987985,2.054084271,2.054357357,2.05450957,2.054566976,2.054613918,2.054608439,2.054677654,2.054682832,2.054688976,2.054693585,2.054697962,2.05470027,2.054616224,2.054703841,2.054704758
W10004_0160 X PHP02,0.137505608,0.154641221,0.237232041,0.292031318,0.404346963,0.557584725,0.683508932,1.071495205,1.246406803,1.424177383,1.760904192,1.972418964,2.133893953,2.291766722,2.344522985,2.356853064,2.370267634,2.371390922,2.371665632,2.371817991,2.3718754,2.371922343,2.371916863,2.371986078,2.371991256,2.3719974,2.372002009,2.372006387,2.372008694,2.371924649,2.372012265,2.372013183
W10004_0160 X PHZ51,0.087007723,0.103778628,0.185127003,0.239332624,0.350726274,0.503091478,0.628508576,1.015630382,1.190371974,1.368054536,1.704692964,1.915994237,2.076943153,2.233258607,2.284660684,2.296440253,2.308888852,2.309869967,2.310104434,2.310233522,2.310282088,2.310321795,2.31031716,2.310375706,2.310380086,2.310385283,2.310389182,2.310392884,2.310394836,2.310323745,2.310397857,2.310398633
W10004_0161 X PHK76,-0.012727525,0.005098995,0.090570662,0.147019474,0.262264807,0.418729144,0.546747208,0.938464565,1.11380773,1.291232368,1.625034529,1.833027199,1.990778928,2.143978852,2.194963932,2.20689767,2.219966114,2.221079243,2.221353291,2.221505588,2.221562996,2.221609938,2.221604459,2.221673674,2.221678852,2.221684996,2.221689605,2.221693983,2.22169629,2.221612245,2.221699861,2.221700778
W10004_0161 X PHP02,-0.021780958,-0.005226559,0.074915976,0.128304165,0.238105512,0.388571424,0.512704201,0.897616249,1.072301471,1.250594959,1.590568533,1.805870779,1.971365959,2.134364533,2.189102517,2.201880403,2.215685775,2.216820056,2.21709543,2.217247845,2.217305255,2.217352198,2.217346718,2.217415933,2.217421111,2.217427255,2.217431864,2.217436242,2.217438549,2.217354504,2.21744212,2.217443038
W10004_0161 X PHZ51,0.064808173,0.08422405,0.174457503,0.232704124,0.349798179,0.506277836,0.632889697,1.015492185,1.185299366,1.356634615,1.678637686,1.879948487,2.033798251,2.185669895,NA,2.250067654,2.263939008,2.265121247,2.265405002,2.265559293,2.265616838,2.265663795,2.265658316,2.265727531,2.265732709,2.265738853,2.265743462,2.26574784,2.265750147,2.265666102,2.265753718,2.265754636
W10004_0166 X PHK76,0.041325092,0.058362697,0.140734141,0.195547232,0.308141658,0.462077242,0.588681449,0.978103089,1.152710514,1.329080647,1.65843948,1.860430756,2.010695051,2.152807876,2.198986377,2.209716303,2.221426102,2.222402747,2.22263826,2.222767646,2.22281623,2.222855938,2.222851303,2.22290985,2.22291423,2.222919427,2.222923325,2.222927028,2.22292898,2.222857889,2.222932001,2.222932777
W10004_0166 X PHP02,-0.026593026,-0.01024131,0.068451725,0.120644494,0.227678014,0.373957868,0.494453913,0.867895065,1.037614294,1.211231812,1.54427737,1.757649238,1.924208796,2.093043575,2.152476677,2.166881418,2.182914087,2.184209816,2.184504961,2.184660775,2.184718355,2.18476531,2.184759831,2.184829046,2.184834224,2.184840368,2.184844977,2.184849354,2.184851662,2.184767616,2.184855233,2.18485615
W10004_0166 X PHZ51,0.070336804,0.087829597,0.171616017,0.226938534,0.339931643,0.493523163,0.619399413,1.006059028,1.180031312,1.356764939,1.691684955,1.902575629,2.06424681,2.223634262,2.277610599,2.290345926,2.304271183,2.305424388,2.305702145,2.305854936,2.305912361,2.305959305,2.305953825,2.30602304,2.306028218,2.306034362,2.306038971,2.306043349,2.306045656,2.305961611,2.306049227,2.306050145
W10004_0167 X PHK76,-0.06476392,-0.046523559,0.039912679,0.096513026,0.211419744,0.366572813,0.493072547,0.878982559,1.051588506,1.226399947,1.556411065,1.763511059,1.922042111,2.078438743,2.131670339,2.144314611,2.158262465,2.159429448,2.159709542,2.159862821,2.159920276,2.159967222,2.159961742,2.160030957,2.160036135,2.160042279,2.160046889,2.160051266,2.160053574,2.159969528,2.160057144,2.160058062
W10004_0167 X PHP02,-0.206145246,-0.19022819,-0.113362184,-0.062235523,0.042838065,0.18678215,0.305567743,0.674505899,0.842428441,1.014278061,1.343830474,1.55453191,1.718350744,1.882855064,1.939701756,1.953240717,1.968039027,1.969232187,1.969513412,1.969666621,1.969724059,1.969771002,1.969765523,1.969834738,1.969839916,1.96984606,1.969850669,1.969855047,1.969857354,1.969773309,1.969860925,1.969861842
W10004_0167 X PHZ51,0.021872474,0.038817502,0.120030112,0.173697758,0.283414745,0.432768511,0.555354571,0.93297459,1.103449762,1.277046125,1.60742619,1.816740097,1.978244841,2.13906477,2.194288861,2.207444875,2.221921152,2.223111368,2.223393464,2.223546973,2.223604432,2.223651378,2.223645898,2.223715113,2.223720292,2.223726435,2.223731045,2.223735422,2.22373773,2.223653684,2.2237413,2.223742218
W10004_0168 X PHK76,0.124439375,0.14011625,0.216317595,0.267274853,0.372410472,0.517012047,0.636640523,1.008733766,1.177856741,1.350416683,1.678546694,1.884898941,2.041954447,2.194102808,2.244228733,2.255873898,2.268614878,2.269715429,2.269988629,2.270140846,2.270198252,2.270245194,2.270239715,2.27030893,2.270314108,2.270320252,2.270324861,2.270329239,2.270331546,2.270247501,2.270335117,2.270336034
W10004_0168 X PHP02,-0.030852975,-0.015206012,0.060147555,0.110141679,0.212694542,0.352930435,0.468543181,0.827688343,0.991507461,1.159633697,1.484328868,1.694649015,1.860935172,2.033121004,2.0957014,2.111235408,2.128870923,2.130267129,2.130559565,2.130700395,2.130749729,2.130789516,2.130784883,2.130843429,2.130847809,2.130853006,2.130856905,2.130860608,2.13086256,2.130791469,2.13086558,2.130866356
W10004_0168 X PHZ51,-0.055829789,-0.039969637,0.036613013,0.087564333,0.192343746,0.336078552,0.454900816,0.825555487,0.995313446,1.169967359,1.508636747,1.729274937,1.904885833,2.089046403,2.157558016,2.174963344,2.195322541,2.197012448,2.197367802,2.197536593,2.197595054,2.197642099,2.197636622,2.197705837,2.197711016,2.197717159,2.197721769,2.197726146,2.197728454,2.197644408,2.197732024,2.197732942
W10004_0169 X PHK76,-0.142610347,-0.125509939,-0.04327018,0.011205991,0.122733857,0.274726771,0.399536884,0.783852281,0.95708835,1.133202529,1.467109624,1.677275822,1.838153455,1.996188673,2.049365608,2.061850697,2.075462231,2.076596193,2.076871887,2.07702437,2.077081784,2.077128726,2.077123247,2.077192461,2.07719764,2.077203783,2.077208393,2.07721277,2.077215078,2.077131032,2.077218649,2.077219566
W10004_0169 X PHP02,0.003802406,0.019835555,0.097355528,0.148942127,0.254935077,0.399972327,0.519440272,0.888671852,1.055522893,1.22525276,1.546889109,1.748751405,1.902540303,2.052341989,2.102234149,2.113914347,2.126737896,2.127842074,2.128115476,2.128267708,2.128325114,2.128372056,2.128366577,2.128435792,2.12844097,2.128447114,2.128451723,2.1284561,2.128458408,2.128374362,2.128461979,2.128462896
W10004_0169 X PHZ51,0.087139972,0.103677004,0.184529675,0.238799119,0.350958005,0.505271952,0.632758049,1.026888426,1.204242704,1.383646537,1.719183748,1.925246507,2.078699696,2.224058112,2.271498971,2.282623809,2.295018281,2.296114858,2.296387948,2.296540161,2.296597567,2.296644509,2.29663903,2.296708244,2.296713423,2.296719567,2.296724176,2.296728553,2.296730861,2.296646815,2.296734432,2.296735349
W10004_0171 X PHK76,0.013914127,0.030685754,0.111450879,0.165010724,0.274759744,0.424479634,0.54752039,0.926769772,1.097854713,1.271835047,1.601759304,1.809379601,1.968213407,2.124038983,2.176375876,2.188654882,2.202056651,2.203181425,2.203456312,2.203608696,2.203666106,2.203713048,2.203707569,2.203776783,2.203781962,2.203788106,2.203792715,2.203797092,2.2037994,2.203715354,2.203802971,2.203803888
W10004_0171 X PHP02,0.07863324,0.097310478,0.183820818,0.23961614,0.351871259,0.502220188,0.624218048,0.995054452,1.160819902,1.328932396,1.647753653,1.849733388,2.006372315,2.164983883,2.221719388,2.235897637,2.252700643,2.254276661,2.254648728,2.25483325,2.254894992,2.254942881,2.254937478,2.255006704,2.255011882,2.255018026,2.255022635,2.255027012,2.25502932,2.254945274,2.255032891,2.255033808
W10004_0171 X PHZ51,0.027097074,0.043306143,0.121919324,0.174374591,0.282401164,0.430663897,0.553127275,0.933433837,1.10620933,1.282603076,1.618876952,1.831542415,1.994608924,2.154432272,2.20771958,2.220111181,2.233513073,2.234631041,2.23490518,2.235057468,2.235114875,2.235161817,2.235156337,2.235225552,2.235230731,2.235236874,2.235241484,2.235245861,2.235248169,2.235164123,2.235251739,2.235252657
W10004_0178 X PHK76,-0.047531673,-0.032790666,0.039194145,0.087651853,0.188385304,0.328480587,0.445666136,0.817297161,0.989707163,1.167823599,1.512248258,1.731805845,1.89908194,2.05830241,2.108780519,2.120251298,2.132773307,2.133869977,2.134143065,2.134295278,2.134352684,2.134399626,2.134394147,2.134463361,2.13446854,2.134474684,2.134479293,2.13448367,2.134485978,2.134401932,2.134489549,2.134490466
W10004_0178 X PHP02,0.062444721,0.07743306,0.150811739,0.200135075,0.30226877,0.44330904,0.560374524,0.926340142,1.093560163,1.264773385,1.592188009,1.79952132,1.958162656,2.112331158,2.162772503,2.174281165,2.18644702,2.187418562,2.187652454,2.187781495,2.18783006,2.187869767,2.187865132,2.187923678,2.187928058,2.187933255,2.187937154,2.187940857,2.187942809,2.187871718,2.187945829,2.187946605
W10004_0178 X PHZ51,-0.00399807,0.012593599,0.0926355,0.14577621,0.254766229,0.403660819,0.526225777,0.90549769,1.077557684,1.253353044,1.589825944,1.804614475,1.971475482,2.138880338,2.196573417,2.210231353,2.224936564,2.226050155,2.226298856,2.226430113,2.226478771,2.226518484,2.226513849,2.226572395,2.226576775,2.226581972,2.226585871,2.226589574,2.226591526,2.226520435,2.226594546,2.226595322
W10004_0179 X PHK76,-0.1078283,-0.091022533,-0.010308552,0.043097615,0.15234368,0.301087378,0.423138937,0.798574304,0.967646475,1.139429099,1.464797295,1.669260851,1.825470167,1.978437395,2.02971089,2.041715189,2.054743462,2.055793819,2.056038665,2.056169848,2.056218543,2.056258263,2.056253628,2.056312174,2.056316554,2.056321751,2.05632565,2.056329353,2.056331305,2.056260214,2.056334325,2.056335101
W10004_0179 X PHP02,-0.043048094,-0.026443564,0.053624974,0.106770683,0.215716832,0.36435578,0.486468386,0.862307598,1.031440691,1.203067994,1.527146009,1.729765501,1.883729886,2.033412621,2.083252004,2.094930875,2.107766063,2.108871308,2.109144795,2.109297034,2.109354441,2.109401383,2.109395904,2.109465119,2.109470297,2.109476441,2.10948105,2.109485427,2.109487735,2.109403689,2.109491306,2.109492223
W10004_0179 X PHZ51,0.01418053,0.030262768,0.108692576,0.161221881,0.269658408,0.418826526,0.542225502,0.926055697,1.100632253,1.278969203,1.619342507,1.835179293,2.001551698,2.167122028,2.224388753,2.238219351,2.253745179,2.255006846,2.255282686,2.255420397,2.255469533,2.255509298,2.255504665,2.255563211,2.255567591,2.255572788,2.255576687,2.25558039,2.255582342,2.255511251,2.255585362,2.255586138
W10004_0185 X PHK76,0.004161393,0.020571095,0.100230916,0.153392434,0.262805112,0.412708149,0.536219461,0.91742362,1.089132293,1.26325002,1.591014581,1.794592105,1.948023193,2.095421295,2.143936613,2.155282461,2.167825151,2.168923334,2.169196465,2.169348679,2.169406085,2.169453028,2.169447548,2.169516763,2.169521941,2.169528085,2.169532694,2.169537072,2.169539379,2.169455334,2.16954295,2.169543868
W10004_0185 X PHP02,-0.027792943,-0.01037061,0.072492949,0.126934611,0.237779125,0.388009643,0.510916093,0.888011006,1.057719779,1.230303626,1.558366046,1.766202657,1.926836555,2.087648089,2.143539362,2.157023032,2.172088333,2.173343047,2.17363552,2.173791341,2.173848965,2.173895929,2.173890449,2.173959664,2.173964843,2.173970987,2.173975596,2.173979973,2.173982281,2.173898235,2.173985852,2.173986769
W10004_0185 X PHZ51,0.024524556,0.041574357,0.123197168,0.177102577,0.287289625,0.437320503,0.56053779,0.940811166,1.112972575,1.288713463,1.624841757,1.839535833,2.006801555,2.176196292,2.235965713,2.250524756,2.266879421,2.268221118,2.268524837,2.268682783,2.268740532,2.268787506,2.268782027,2.268851242,2.26885642,2.268862564,2.268867173,2.268871551,2.268873859,2.268789813,2.268877429,2.268878347
W10004_0189 X PHK76,-0.046162495,-0.031077213,0.042840633,0.092574674,0.195653178,0.338161519,0.456556337,0.827084884,0.996476597,1.169873302,1.500969211,1.70984288,1.868798885,2.021889802,2.071484515,2.082772736,2.094754866,2.095722991,2.095956733,2.096085763,2.096134327,2.096174034,2.096169399,2.096227945,2.096232325,2.096237522,2.096241421,2.096245124,2.096247076,2.096175985,2.096250096,2.096250872
W10004_0189 X PHP02,-0.064063868,-0.047907034,0.030345701,0.082482337,0.189676604,0.336416969,0.457281484,0.830448952,0.998745352,1.169630258,1.492239613,1.693544235,1.846002895,1.993401354,2.04219736,2.053623049,2.066233543,2.067332981,2.067606159,2.067758376,2.067815782,2.067862724,2.067857244,2.067926459,2.067931638,2.067937781,2.067942391,2.067946768,2.067949076,2.06786503,2.067952646,2.067953564
W10004_0189 X PHZ51,0.061872555,0.07919672,0.161349982,0.215244901,0.32494491,0.473715128,0.595591862,0.970973353,1.140873112,1.314479138,1.647728161,1.862332816,2.031624425,2.207897294,2.273808068,2.290916417,2.312109425,2.314185126,2.314656713,2.314870728,2.314935677,2.314984072,2.314978689,2.315047914,2.315053093,2.315059237,2.315063846,2.315068223,2.315070531,2.314986485,2.315074102,2.315075019
W10004_0190 X PHK76,0.140523238,0.156482316,0.234060627,0.285919922,0.392843094,0.539714154,0.661035849,1.037172058,1.207432568,1.380627808,1.708230428,1.91281448,2.06758407,2.216630931,2.265641309,2.277068732,2.289658693,2.290757243,2.291030381,2.291182595,2.291240002,2.291286944,2.291281464,2.291350679,2.291355857,2.291362001,2.29136661,2.291370988,2.291373295,2.29128925,2.291376866,2.291377784
W10004_0190 X PHP02,0.011685301,0.03147834,0.121636623,0.179121432,0.293943178,0.446634696,0.5699199,0.942497567,1.10828109,1.276042209,1.593312442,1.793754268,1.948901256,2.105732337,2.161817392,2.175867022,2.19266284,2.19428983,2.194683247,2.194879238,2.194943498,2.194992201,2.194986901,2.19505615,2.195061328,2.195067472,2.195072081,2.195076459,2.195078766,2.194994721,2.195082337,2.195083255
W10004_0190 X PHZ51,0.112664514,0.129851917,0.212565604,0.267373033,0.379615952,0.53269865,0.658545,1.047280397,1.223367145,1.403141927,1.746926542,1.966227367,2.13654873,2.30743761,2.366351864,2.3802979,2.395294569,2.39642201,2.396672098,2.396803561,2.396852228,2.396891941,2.396887306,2.396945853,2.396950233,2.39695543,2.396959328,2.396963031,2.396964983,2.396893892,2.396968003,2.39696878
W10004_0192 X PHK76,0.212274698,0.228891431,0.308893619,0.361948262,0.470684292,0.619092556,0.741130433,1.117819964,1.288069642,1.461453885,1.791151282,1.999478623,2.15954405,2.317579786,2.371073982,2.383674255,2.397425908,2.398566908,2.398843229,2.39899579,2.399053206,2.399100149,2.399094669,2.399163884,2.399169062,2.399175206,2.399179815,2.399184193,2.3991865,2.399102455,2.399190071,2.399190989
W10004_0192 X PHP02,-0.030290009,-0.013944257,0.065327618,0.118219966,0.227147822,0.376664631,0.500190943,0.884059436,1.058641347,1.237049829,1.577835167,1.79403414,1.960389956,2.124273115,2.179219168,2.192014809,2.205802371,2.206933475,2.207208508,2.20736088,2.207418289,2.207465231,2.207459751,2.207528966,2.207534145,2.207540288,2.207544898,2.207549275,2.207551583,2.207467537,2.207555153,2.207556071
W10004_0192 X PHZ51,0.049209366,0.066733301,0.150685163,0.206136369,0.319448037,0.47360453,0.600067787,0.989338311,1.164953509,1.343720421,1.683785378,1.899135883,2.065237319,2.23053542,2.287224112,2.300704584,2.315488683,2.316692232,2.31697564,2.317129345,2.317186813,2.31723376,2.31722828,2.317297495,2.317302673,2.317308817,2.317313426,2.317317804,2.317320111,2.317236066,2.317323682,2.3173246
W10004_0194 X PHK76,-0.023004602,-0.00536649,0.078893042,0.134395811,0.247519875,0.400864192,0.526213051,0.909540247,1.081162578,1.254929187,1.582397918,1.787079833,1.942910227,2.095182561,2.146289643,2.158316434,2.171523254,2.172644522,2.172919332,2.173071727,2.173129138,2.17317608,2.173170601,2.173239816,2.173244994,2.173251138,2.173255747,2.173260124,2.173262432,2.173178386,2.173266003,2.17326692
W10004_0194 X PHP02,0.017169372,0.034026336,0.114127004,0.166728153,0.273806052,0.418923519,0.537653983,0.902019401,1.066047628,1.232888019,1.550141248,1.751238027,1.906777203,2.062761342,2.117198967,2.130399806,2.145271348,2.146531311,2.146826217,2.146982869,2.14704058,2.147087555,2.147082077,2.147151292,2.14715647,2.147162614,2.147167223,2.147171601,2.147173908,2.147089863,2.147177479,2.147178396
W10004_0194 X PHZ51,0.049996143,0.06647347,0.146032729,0.198923259,0.307540146,0.456149937,0.578613929,0.957888904,1.129898423,1.305454929,1.640420029,1.852958738,2.016833388,2.179241692,2.23434781,2.247314052,2.261396679,2.262548369,2.262825425,2.262978057,2.263035474,2.263082417,2.263076937,2.263146152,2.26315133,2.263157474,2.263162083,2.263166461,2.263168768,2.263084723,2.263172339,2.263173257
W10004_0196 X PHP02,0.021774529,0.03826775,0.117834154,0.170698057,0.279226948,0.427694697,0.550053893,0.929270274,1.101476002,1.277447694,1.614089611,1.828642887,1.994953348,2.161265971,2.21844732,2.232023678,2.246834248,2.248027774,2.248309163,2.24846242,2.24851986,2.248566804,2.248561325,2.248630539,2.248635718,2.248641862,2.248646471,2.248650848,2.248653156,2.24856911,2.248656727,2.248657644
W10004_0196 X PHZ51,0.127105631,0.143456924,0.221850512,0.273699497,0.379829407,0.524607788,0.643724794,1.012520908,1.18010346,1.351624926,1.681297605,1.89347382,2.060266683,2.231978294,2.294343886,2.309957187,2.328107557,2.329657465,2.32999852,2.330165938,2.3302245,2.330271579,2.330266104,2.33033532,2.330340498,2.330346642,2.330351251,2.330355628,2.330357936,2.33027389,2.330361507,2.330362424
W10004_0197 X PHK76,0.156095404,0.174062769,0.260395181,0.317485215,0.434095112,0.592401319,0.721843127,1.117040594,1.29334862,1.471262724,1.804286811,2.010293952,2.165452665,2.314850321,2.364214498,2.375764062,2.388483879,2.389586272,2.389859611,2.39001184,2.390069247,2.390116189,2.390110709,2.390179924,2.390185103,2.390191246,2.390195856,2.390200233,2.390202541,2.390118495,2.390206111,2.390207029
W10004_0197 X PHP02,0.122514821,0.140329285,0.225122908,0.280833404,0.394196613,0.547639278,0.672965529,1.056085611,1.227697608,1.401596415,1.729982997,1.935979669,2.093481714,2.248442905,2.300932728,2.313352484,2.327012285,2.328158698,2.328436157,2.328588953,2.328646382,2.328693325,2.328687845,2.32875706,2.328762238,2.328768382,2.328772991,2.328777369,2.328779677,2.328695631,2.328783247,2.328784165
W10004_0197 X PHZ51,0.109121328,0.126348041,0.209064514,0.263800554,0.375807036,0.528429649,0.653792386,1.040341815,1.214994788,1.392923455,1.731733815,1.946477982,2.112170125,2.277011044,2.333450706,2.346844847,2.361499092,2.362691085,2.362972884,2.363126282,2.363183734,2.363230678,2.363225199,2.363294414,2.363299592,2.363305736,2.363310345,2.363314723,2.36331703,2.363232985,2.363320601,2.363321518
W10004_0199 X PHP02,-0.01886176,-0.002863274,0.07490872,0.126917847,0.234239087,0.381918087,0.504191358,0.885432694,1.059376752,1.237457908,1.578449942,1.795257421,1.962217874,2.126511305,2.181339596,2.194046847,2.207691386,2.208813941,2.209088266,2.209240563,2.20929797,2.209344913,2.209339433,2.209408648,2.209413826,2.20941997,2.209424579,2.209428957,2.209431264,2.209347219,2.209434835,2.209435753
W10004_0199 X PHZ51,0.124502558,0.140860091,0.219270711,0.271126935,0.377271885,0.522082614,0.641243695,1.010328644,1.178147197,1.350004073,1.680705887,1.893974924,2.062065881,2.236010424,2.299804453,2.315931627,2.334933211,2.336588163,2.336949816,2.337123017,2.337182151,2.337229315,2.337223843,2.337293058,2.337298237,2.33730438,2.33730899,2.337313367,2.337315675,2.337231629,2.337319246,2.337320163
W10004_0200 X PHK76,0.049237251,0.065317435,0.14349365,0.195747298,0.303452596,0.451309851,0.57335537,0.951107075,1.121731383,1.295018064,1.621876146,1.825247014,1.978627301,2.1259369,2.174368217,2.185688822,2.198208769,2.19930652,2.199579636,2.19973185,2.199789256,2.199836199,2.199830719,2.199899934,2.199905112,2.199911256,2.199915865,2.199920243,2.19992255,2.199838505,2.199926121,2.199927039
W10004_0200 X PHZ51,0.03918231,0.056870332,0.140884744,0.196035781,0.308290653,0.46045431,0.58502137,0.968079164,1.141114737,1.317669767,1.65560967,1.872126504,2.041690701,2.215397121,2.278177776,2.293883937,2.312341687,2.313987612,2.314352084,2.314520293,2.314573475,2.314614052,2.314609474,2.314668027,2.314672407,2.314677603,2.314681502,2.314685205,2.314687157,2.314616066,2.314690177,2.314690953
W10004_0203 X PHK76,0.052536258,0.068981034,0.148796331,0.202069976,0.311772757,0.462259514,0.586457072,0.971304888,1.145596845,1.323085017,1.659788413,1.871166264,2.032019079,2.188061838,2.239565576,2.251516566,2.264515168,2.265621652,2.265895132,2.266047367,2.266104774,2.266151716,2.266146236,2.266215451,2.266220629,2.266226773,2.266231382,2.26623576,2.266238067,2.266154022,2.266241638,2.266242556
W10004_0203 X PHP02,0.064232603,0.08247137,0.168672302,0.225008577,0.339224881,0.493222869,0.61864396,1.000735678,1.171447777,1.344259669,1.670340631,1.874910203,2.031497522,2.186046836,2.23876607,2.251324715,2.265247599,2.266400207,2.266664738,2.266801518,2.266850794,2.266890605,2.266885975,2.266944521,2.266948902,2.266954098,2.266957997,2.2669617,2.266963652,2.266892561,2.266966672,2.266967448
W10004_0203 X PHZ51,0.01370688,0.030250957,0.110608774,0.16424283,0.274665185,0.426132428,0.55118723,0.939504941,1.11607539,1.29658784,1.641913603,1.86166938,2.031388979,2.199407401,2.255862436,2.268917922,2.282651103,2.283684585,2.283923371,2.28405297,2.28410155,2.284141258,2.284136623,2.284195169,2.284199549,2.284204746,2.284208645,2.284212348,2.2842143,2.284143209,2.28421732,2.284218096
W10004_0204 X PHK76,-0.0801682,-0.062183519,0.0232026,0.079207669,0.193064312,0.347072109,0.47283844,0.857517948,1.030057652,1.205125007,1.536634688,1.745535722,1.90609687,2.065431174,2.120084578,2.13313192,2.147565349,2.14876457,2.149048755,2.149202796,2.149260295,2.149307245,2.149301766,2.14937098,2.149376159,2.149382303,2.149386912,2.149391289,2.149393597,2.149309551,2.149397168,2.149398085
W10004_0204 X PHP02,0.017456838,0.033721544,0.112625896,0.165291948,0.273793725,0.422805319,0.54598066,0.92914878,1.10362325,1.282077584,1.623478218,1.840538113,2.007915613,2.173280754,2.228888797,2.24185014,2.255797617,2.256934223,2.257209633,2.257362041,2.257419451,2.257466393,2.257460913,2.257530128,2.257535306,2.25754145,2.257546059,2.257550437,2.257552744,2.257468699,2.257556315,2.257557233
W10004_0204 X PHZ51,-0.027396738,-0.011956767,0.063233681,0.113622948,0.217819671,0.361599353,0.480942091,0.854466479,1.025483583,1.200873592,1.537290201,1.751226388,1.915587604,2.076193787,2.129152341,2.141346277,2.154473684,2.155579712,2.155853089,2.156005314,2.15606272,2.156109662,2.156104183,2.156173398,2.156178576,2.15618472,2.156189329,2.156193707,2.156196014,2.156111969,2.156199585,2.156200502
W10004_0206 X PHK76,0.064329633,0.082325065,0.167409535,0.223072461,0.336086802,0.488836038,0.613573936,0.995606086,1.1673933,1.342107595,1.674587908,1.885834835,2.049829943,2.215536747,2.274155114,2.288543203,2.304976148,2.306376961,2.306695793,2.306858551,2.30691682,2.306963875,2.3069584,2.307027616,2.307032794,2.307038938,2.307043547,2.307047924,2.307050232,2.306966186,2.307053803,2.30705472
W10004_0206 X PHP02,0.03476887,0.052649093,0.137183537,0.192456015,0.30457245,0.455852878,0.57915305,0.955269663,1.123539137,1.294018685,1.616114673,1.818536744,1.97376345,2.12740462,2.179999228,2.192559815,2.206503553,2.207679534,2.207961362,2.208115051,2.208172537,2.208219486,2.208214006,2.208283221,2.2082884,2.208294543,2.208299153,2.20830353,2.208305838,2.208221792,2.208309408,2.208310326
W10004_0206 X PHZ51,0.014628867,0.033553095,0.122329468,0.180051295,0.296709102,0.453554237,0.581087993,0.969242206,1.1427198,1.318501304,1.651068397,1.86077815,2.022376602,2.183828781,2.239992591,2.253591815,2.268902105,2.27019536,2.270495891,2.270654027,2.270711881,2.270758879,2.270753401,2.270822616,2.270827794,2.270833938,2.270838547,2.270842925,2.270845232,2.270761187,2.270848803,2.270849721
