"","grp","var1","var2","vcov","sdcor","Percent","RMSE","Repeatability","Rsquared","Trait"
"187","Flight","(Intercept)",NA,0.00123058317691477,0.0350796689966534,0.688059302566004,0.0178706152687851,0.47822217656556,0.775990776710931,"RmB"
"188","Rep","(Intercept)",NA,9.97105154667599e-07,0.000998551528298665,0.000557514104024741,0.0178706152687851,0.47822217656556,0.775990776710931,"RmB"
"189","Residual",NA,NA,0.000400636951822663,0.0200159174614271,0.224009223289069,0.0178706152687851,0.47822217656556,0.775990776710931,"RmB"
"190","Pedigree:Flight","(Intercept)",NA,0.00107600514244782,0.0328025173187641,0.0404813984981932,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"191","Pedigree","(Intercept)",NA,0.00032036896508261,0.0178988537365556,0.012052901264449,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"192","Row","(Intercept)",NA,0.000296472176423736,0.0172183674145877,0.0111538577688702,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"193","Range","(Intercept)",NA,0.000409126046807178,0.0202268644828401,0.0153921146688154,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"194","Flight","(Intercept)",NA,0.0149651104549128,0.122331968245888,0.563016454100436,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"195","Rep","(Intercept)",NA,1.07398118263883e-06,0.00103633063384174,4.04052532082316e-05,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"196","Residual",NA,NA,0.00951207964705665,0.097529891044011,0.357862868446028,0.0923551600220458,0.406655252251776,0.642137131553971,"RdB"
"197","Pedigree:Flight","(Intercept)",NA,6.53698699738784e-06,0.00255675321401731,0.0191858280995322,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"198","Pedigree","(Intercept)",NA,4.03970469993282e-06,0.0020099016642445,0.0118563919397046,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"199","Row","(Intercept)",NA,1.74375820175276e-06,0.00132051437014247,0.00511786930574384,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"200","Range","(Intercept)",NA,1.01364395432592e-06,0.00100679886488112,0.00297500953720701,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"201","Flight","(Intercept)",NA,0.000275495060994332,0.0165980438906014,0.80856836408264,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"202","Rep","(Intercept)",NA,1.67453301348672e-07,0.00040921058313376,0.00049146958004637,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"203","Residual",NA,NA,5.17229564939101e-05,0.00719186738572884,0.151805067455126,0.00676670350729897,0.612313364445015,0.848194932544874,"RCC"
"204","Pedigree:Flight","(Intercept)",NA,9.84965915174355e-05,0.0099245449022832,0.015363932497948,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"205","Pedigree","(Intercept)",NA,3.42682413162882e-05,0.00585390820873442,0.00534531132799297,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"206","Row","(Intercept)",NA,9.59457674885443e-06,0.00309751137993946,0.0014966043722405,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"207","Range","(Intercept)",NA,2.41921988154672e-05,0.00491855657845543,0.00377360580555704,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"208","Flight","(Intercept)",NA,0.00544639730158626,0.0737997107147871,0.849553057719414,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"209","Rep","(Intercept)",NA,0,0,0,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"210","Residual",NA,NA,0.000797948269536019,0.0282479781495246,0.124467488276847,0.026635259364516,0.465141444447857,0.875532511723153,"MRCC"
"211","Pedigree:Flight","(Intercept)",NA,0.000208755454145905,0.0144483720240692,0.0134656305042524,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"212","Pedigree","(Intercept)",NA,0.000153681353689409,0.0123968283721849,0.00991311260652636,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"213","Row","(Intercept)",NA,8.28461776795562e-05,0.0091019875675347,0.00534393710519697,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"214","Range","(Intercept)",NA,9.81861010833355e-05,0.00990889000258533,0.0063334285719658,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"215","Flight","(Intercept)",NA,0.013222677683092,0.114989902526665,0.852919952131627,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"216","Rep","(Intercept)",NA,2.49687867747948e-07,0.000499687770260537,1.61059483798616e-05,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"217","Residual",NA,NA,0.00173643900788724,0.0416706012422096,0.112007833132052,0.039288651539558,0.642210115195456,0.887992166867948,"RGBVI"
"218","Pedigree:Flight","(Intercept)",NA,0.000704241986665718,0.0265375580388573,0.0154966515242629,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"219","Pedigree","(Intercept)",NA,0.000331595990731949,0.0182097773388899,0.00729667871628175,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"220","Row","(Intercept)",NA,0.000113996530054641,0.0106769157557153,0.00250846233919658,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"221","Range","(Intercept)",NA,0.000243380533957284,0.0156006581257742,0.00535552181485498,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"222","Flight","(Intercept)",NA,0.0361690471285036,0.190181616168608,0.795889949658899,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"223","Rep","(Intercept)",NA,0,0,0,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"224","Residual",NA,NA,0.00788252217998949,0.0887835693131871,0.173452735946504,0.0848128002195287,0.464028492970538,0.826547264053496,"TGI"
"225","Pedigree:Flight","(Intercept)",NA,0.000376853696076744,0.0194127199556565,0.0101569114780193,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"226","Pedigree","(Intercept)",NA,0.000565358826069258,0.0237772754130758,0.0152374770620081,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"227","Row","(Intercept)",NA,0.000261306971757687,0.0161649921669541,0.0070427112918421,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"228","Range","(Intercept)",NA,0.000244864064802949,0.0156481329494272,0.00659954421634505,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"229","Flight","(Intercept)",NA,0.032529633654384,0.180359734016171,0.876734427390865,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"230","Rep","(Intercept)",NA,0,0,0,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"231","Residual",NA,NA,0.00312516094222739,0.0559031389300045,0.0842289285609205,0.0526544631250382,0.785788991785659,0.915771071439079,"VEG"
"232","Pedigree:Flight","(Intercept)",NA,0.000248795405050556,0.0157732496667794,0.0413459010570689,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"233","Pedigree","(Intercept)",NA,5.35135667782888e-05,0.00731529676624871,0.00889311696402261,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"234","Row","(Intercept)",NA,3.58976849915138e-05,0.00599146768258945,0.00596563321390665,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"235","Range","(Intercept)",NA,4.21352714588819e-05,0.00649116872827088,0.00700222242608405,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"236","Flight","(Intercept)",NA,0.00366954554867345,0.0605767740035193,0.609821017992796,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"237","Rep","(Intercept)",NA,5.17697763657069e-06,0.0022752972633418,0.000860332629908559,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"238","Residual",NA,NA,0.00196234957412301,0.0442984150294682,0.326111775716213,0.0417535954198043,0.355402838332608,0.673888224283787,"NRMBI"
"239","Pedigree:Flight","(Intercept)",NA,4.53196488831222e-05,0.00673198699368338,0.00862296993593545,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"240","Pedigree","(Intercept)",NA,7.26679997622735e-05,0.00852455276024927,0.0138265408646626,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"241","Row","(Intercept)",NA,3.29499008451349e-05,0.00574020041855116,0.00626937788314299,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"242","Range","(Intercept)",NA,2.53400700252115e-05,0.00503389213484075,0.00482145531545091,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"243","Flight","(Intercept)",NA,0.00469803733104093,0.0685422302747797,0.893895598528244,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"244","Rep","(Intercept)",NA,3.94830674018527e-08,0.000198703466003622,7.5124435333276e-06,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"245","Residual",NA,NA,0.000381334641001668,0.019527791503436,0.0725565450290307,0.0184040716110311,0.794546678797498,0.927443454970969,"MSRGR"
"246","Pedigree:Flight","(Intercept)",NA,1.26958256746003e-05,0.00356312021613084,0.00844946186799289,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"247","Pedigree","(Intercept)",NA,1.72507908978459e-05,0.00415340714327959,0.0114809311044401,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"248","Row","(Intercept)",NA,7.55956732245773e-06,0.00274946673419733,0.00503112420308518,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"249","Range","(Intercept)",NA,6.0756256958884e-06,0.00246487843430227,0.00404351547960452,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"250","Flight","(Intercept)",NA,0.00136298681048615,0.0369186512549707,0.907109578924062,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"251","Rep","(Intercept)",NA,1.46114535641136e-08,0.000120877845629849,9.72437105630104e-06,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
"252","Residual",NA,NA,9.59770347857324e-05,0.00979678696235314,0.0638756640497591,0.00918790669206796,0.78376736673018,0.936124335950241,"TNDGR"
